| objname   | ra     | dec    |
| char      | double | double |
pgc2856696       34.5312       19.9011
pgc2846454       76.9704       8.49833
pgc2848502       104.357       11.9076
pgc2853622       291.600       13.0239
pgc2851573       251.458       8.58261
pgc2853620       297.824       9.63010
pgc2853618       298.065       10.3515
pgc2853617       297.127       10.6942
pgc2856686       38.2254       15.0346
pgc2837229       109.324       6.68078
pgc2838253       144.614       4.64929
pgc2837227       106.956       7.47122
pgc2840299       242.245       3.45441
pgc2837226       107.964       5.65465
pgc2844392       350.086       5.38136
pgc2844391       351.992       6.37901
pgc2847461       92.1964       8.66964
pgc2855653       332.656       11.6244
pgc2845412       47.1615       8.47091
pgc2843361       314.294      0.463680
pgc2858719       93.0136       16.1304
pgc2858718       93.8545       16.1431
pgc2856669       33.2639       15.2798
pgc2857692       69.5658       20.6847
pgc2856762       39.7043       21.9614
pgc2838328       146.542       6.70864
pgc2843448       312.496       5.54465
pgc2850615       192.226       14.1225
pgc2851638       246.354       14.0332
pgc2859830       105.066       16.0789
pgc2841395       276.960       3.74861
pgc2838319       144.303       6.83577
pgc2844462       358.694      0.109190
pgc2844461       358.270       2.09062
pgc2841388       275.217       3.37712
pgc2839337       199.713       3.68767
pgc2841385       274.023       2.37762
pgc2859816       105.573       15.3361
pgc2851622       250.214       12.3950
pgc2838308       149.930       3.38472
pgc2850596       198.137       11.5561
pgc2859812       102.888       21.7611
pgc2850593       198.630       11.3316
pgc2855713       337.283       9.12897
pgc2846496       80.4315       8.42867
pgc2848544       100.997       13.2279
pgc2851615       246.548       11.4074
pgc2838302       147.625       4.34358
pgc2847518       94.6684       9.04727
pgc2849565       139.464       11.5012
pgc2852637       276.481       14.9665
pgc2837276       112.009       6.94192
pgc2849564       142.990       9.71583
pgc2849563       145.288       9.89222
pgc2857755       73.9593       15.0401
pgc2840346       243.314       5.02117
pgc2856730       33.2006       21.2109
pgc2857754       72.4336       15.9042
pgc2841368       272.668       3.32421
pgc2860823       141.385       16.5856
pgc2835222       96.8074      0.299160
pgc2845462       47.6619       11.8726
pgc2839313       200.423       2.08722
pgc2856721       37.7267       17.7039
pgc2835216       96.7449      0.840910
pgc2856720       37.6600       19.8553
pgc2849549       142.122       8.18828
pgc2849548       142.115       9.05671
pgc2860812       140.314       15.3712
pgc2858856       92.7574       18.1299
pgc2839399       202.490       6.01347
pgc2846567       77.3317       9.82947
pgc2839396       200.541       5.15468
pgc2839393       199.401       5.46982
pgc2835290       92.2411       2.49951
pgc2855770       339.152       11.6968
pgc2857818       76.1423       15.4041
pgc2842457       298.119       1.00564
pgc2856793       42.8735       15.0821
pgc2857817       77.4249       15.5972
pgc2857816       77.9232       16.0456
pgc2849622       138.808       14.9415
pgc2855766       343.807       8.81591
pgc2841429       272.391       3.99333
pgc2847571       98.6931       7.57256
pgc2856787       43.2989       16.4834
pgc2845521       52.7184       12.9367
pgc2858832       93.3888       18.6803
pgc2845519       51.8279       12.7352
pgc2847567       96.0095       8.88487
pgc2853711       294.219       11.2733
pgc2840396       243.556       5.90187
pgc2844492       356.598       3.48672
pgc2841419       270.066       4.36859
pgc2849611       142.986       11.2997
pgc2856777       42.3231       17.4642
pgc2860873       137.340       22.0455
pgc2845512       51.0420       12.6295
pgc2847560       97.5231       9.02940
pgc2848583       102.606       13.4133
pgc2851655       252.037       13.5905
pgc2856775       41.1372       15.3117
pgc2838340       148.429       5.95851
pgc2860868       138.405       21.2833
pgc2860867       137.587       21.9963
pgc2843457       313.920       4.53276
pgc2845505       47.8413       13.0478
pgc2845504       46.5987       13.1872
pgc2837311       115.773      0.189430
pgc2851646       249.450       13.6870
pgc2839356       200.173       2.94192
pgc2859836       105.639       16.6743
pgc2852667       283.008       13.9655
pgc2836282       104.738       3.60222
pgc2850700       203.889       10.2048
pgc2856844       46.8570       17.8799
pgc2842507       299.844       1.37771
pgc2849675       150.053       8.04414
pgc2856843       47.0882       18.7950
pgc2838410       156.055       2.36797
pgc2843530       318.654     0.0921500
pgc2849674       149.532       8.31413
pgc2838409       155.258       2.28976
pgc2849673       149.108       8.93310
pgc2843528       315.763       1.53203
pgc2850696       202.304       10.8183
pgc2856839       43.9521       18.3316
pgc2855814       344.215       11.8482
pgc2860932       146.125       18.8635
pgc2855811       342.384       10.4788
pgc2845570       60.9858       8.19729
pgc2850690       201.127       12.4319
pgc2835329       95.3574       2.26858
pgc2836353       100.911       3.93236
pgc2837376       113.299       3.29034
pgc2859904       107.092       15.9307
pgc2837375       113.025       1.91452
pgc2837373       113.692       2.72520
pgc2844541       355.486       7.25059
pgc2852732       286.593       8.23002
pgc2856827       41.0796       17.7639
pgc2860923       151.833       16.7626
pgc2836346       98.0800       4.85591
pgc2845562       60.4421       9.99796
pgc2856826       42.1336       18.2837
pgc2860922       151.421       15.7575
pgc2851705       257.939       7.89483
pgc2837367       113.566       3.37150
pgc2841462       276.287       5.08472
pgc2841460       275.368       5.43583
pgc2849652       143.970       14.3797
pgc2858868       93.6190       17.9064
pgc2840434       246.045       6.94817
pgc2848626       103.661       13.1778
pgc2843501       311.952       6.00822
pgc2836332       99.0002       4.49775
pgc2855788       340.928       10.9393
pgc2851690       255.496       8.45062
pgc2860905       144.261       16.4379
pgc2843572       321.465      0.534400
pgc2843571       321.617       1.10332
pgc2840498       247.728       1.98392
pgc2842546       293.855       2.91349
pgc2844591      0.600900       8.95687
pgc2859951       110.029       15.1428
pgc2835373       97.3120       2.64618
pgc2838444       153.201       4.61474
pgc2859948       111.115       15.5172
pgc2851754       256.540       9.73358
pgc2844585      0.624000       8.48545
pgc2851753       256.555       10.4540
pgc2835367       96.4440       2.27199
pgc2839463       203.533       3.65892
pgc2849703       146.858       11.5683
pgc2845606       59.9192       10.3307
pgc2837413       118.030       3.27729
pgc2836388       99.4697       4.95695
pgc2837412       117.698       3.27731
pgc2857892       74.3430       17.1536
pgc2844579       359.828       6.86332
pgc2855843       340.489       14.5163
pgc2836385       99.7060       4.70055
pgc2856865       40.5915       20.0115
pgc2859937       108.343       16.1588
pgc2849696       146.597       11.8100
pgc2853792       295.642       11.8266
pgc2859936       109.523       16.5403
pgc2849694       151.976       9.99754
pgc2840477       251.374       1.02017
pgc2839452       209.116       1.05057
pgc2840476       252.854       1.21609
pgc2850716       199.315       13.6757
pgc2853788       295.553       12.1932
pgc2855833       339.270       12.5770
pgc2858905       94.0991       17.1815
pgc2850710       204.894       10.7462
pgc2852758       285.590       8.37387
pgc2837397       116.031       2.40526
pgc2858898       95.3578       17.7635
pgc2844561       358.782       7.07101
pgc2856848       47.9076       19.7267
pgc2837390       115.397       3.62483
pgc2841486       270.220       6.26825
pgc2842509       298.687      0.273620
pgc2855904       346.751       9.40942
pgc2847710       97.0783       10.3038
pgc2835418       91.2433       4.15866
pgc2837465       115.029       5.23102
pgc2849753       152.909       13.3550
pgc2850776       210.335       8.89474
pgc2850775       210.903       7.54623
pgc2838486       151.697       5.61138
pgc2844630       5.14935       8.19035
pgc2845647       57.8160       13.0459
pgc2856910       54.4492       15.4306
pgc2849741       145.933       14.0217
pgc2842572       294.704       3.38154
pgc2856908       54.8573       16.5367
pgc2861004       150.704       21.9492
pgc2835403       91.2424       5.41997
pgc2851787       259.654       10.8645
pgc2839498       202.500       7.17888
pgc2835399       96.8352       2.90824
pgc2840519       251.791       2.06446
pgc2843591       317.493       2.94351
pgc2847687       97.2502       11.0193
pgc2847684       94.2775       9.94249
pgc2846658       83.7051       9.48950
pgc2846657       83.8056       10.2401
pgc2849729       147.758       13.0661
pgc2845631       60.1700       12.4902
pgc2848703       108.914       7.97772
pgc2858943       88.7363       19.7496
pgc2837438       119.586       2.22480
pgc2843582       316.174       2.94214
pgc2843581       316.189       2.26975
pgc2844605       4.14195       8.24002
pgc2858941       88.0974       19.8679
pgc2860988       147.459       21.1794
pgc2841531       274.790       7.25977
pgc2858939       88.3295       20.2991
pgc2851770       258.116       10.5852
pgc2835385       97.0698       1.91251
pgc2844600       3.74505       8.82090
pgc2849719       149.556       12.4448
pgc2850743       204.533       14.3018
pgc2842549       292.544       2.90415
pgc2859957       105.606       17.7555
pgc2842548       292.638       3.44435
pgc2832395       9.37710       3.13523
pgc2832521       16.4552       4.90831
pgc2833541       62.8346       5.52298
pgc2833156       50.9126       4.88206
pgc2833537       63.8708       6.18667
pgc2833792       76.3488       1.17755
pgc2856959       48.7254       21.0444
pgc2849789       156.313       8.78473
pgc2851837       253.020       14.9741
pgc2849788       158.203       9.30661
pgc2856956       55.5789       19.7002
pgc2861050       154.067       17.7402
pgc2852855       284.823       10.1410
pgc2853879       292.342       14.5960
pgc2856951       55.9465       19.6650
pgc2846710       79.0170       11.3413
pgc2844660       5.22720       10.9770
pgc2855923       347.381       8.67711
pgc2838514       155.752       6.54252
pgc2840562       250.147       4.20719
pgc2855922       347.934       8.72001
pgc2839537       207.603       5.49715
pgc2840561       250.161       4.21974
pgc2850801       208.077       12.1652
pgc2855921       347.506       9.82203
pgc2849776       156.912       9.76239
pgc2851824       257.691       12.4672
pgc2857968       72.8438       18.8398
pgc2848751       111.787       8.28932
pgc2857967       73.7431       19.4853
pgc2843630       316.145       5.50281
pgc2858990       90.8637       19.6906
pgc2848749       112.041       8.92546
pgc2858989       90.9801       20.1384
pgc2844652       4.57185       11.2060
pgc2848748       111.412       9.27608
pgc2853867       291.891       14.2825
pgc2856939       51.7634       18.7565
pgc2841578       276.995       6.19410
pgc2837479       117.246       4.33330
pgc2853863       297.176       11.8159
pgc2840548       248.149       5.52117
pgc2851811       256.345       12.7408
pgc2844642       2.50935       11.1457
pgc2832710       27.1084       3.68541
pgc2834501       83.4899       1.40773
pgc2832450       11.8485       6.74084
pgc2832962       39.6537       3.44314
pgc2832570       16.2194       5.65631
pgc2832824       35.4860      0.395790
pgc2832823       36.9999       1.96077
pgc2834871       87.5546       4.42331
pgc2834870       86.2577       4.00810
pgc2833077       46.1587       1.86363
pgc2832436       8.09910       6.95545
pgc2834612       89.7066      0.553000
pgc2833203       48.1098       6.66092
pgc2833458       67.1337       1.38076
pgc2834610       89.6018       1.83698
pgc2833457       67.0151       1.85854
pgc2834737       87.6251       2.02461
pgc2833456       66.7529       2.07939
pgc2834607       89.4763       1.22435
pgc2833578       69.3069      0.998370
pgc2833706       68.5346       5.56862
pgc2832552       21.7230       3.53544
pgc2832422       12.8264       3.38504
pgc2833190       45.4678       5.33608
pgc2833698       68.0201       5.41006
pgc2833697       73.3449       2.50808
pgc2833824       78.4467      0.560370
pgc2833311       54.9630       3.05692
pgc2834207       81.7092       3.09565
pgc2832798       31.6221     0.0352300
pgc2832797       30.7986      0.128360
pgc2833820       77.9224      0.514690
pgc2832539       19.4499       3.61439
pgc2834203       81.1507       2.35291
pgc2833559       65.1717       6.13083
pgc2834583       88.6836      0.968420
pgc2833685       72.1858       3.58842
pgc2832916       37.6883      0.255600
pgc2817555       83.8186      -5.38968
pgc2832915       37.8755       2.26727
pgc2834578       88.1102       1.85502
pgc2834577       86.6456       1.16817
pgc2833808       75.4598      0.722170
pgc2833807       75.5001       1.60895
pgc2834298       80.8794       5.32275
pgc2833527       63.8574       6.19963
pgc2833012       40.0656       6.11186
pgc2833524       60.7892       5.98925
pgc2834931       82.6962       5.94811
pgc2832498       20.6541       1.72629
pgc2833522       60.9358       5.43556
pgc2834290       80.3306       4.01192
pgc2833137       45.5699       4.08965
pgc2834544       85.6193       1.47469
pgc2834800       83.5696       3.76692
pgc2832495       17.6399       2.44558
pgc2833391       58.0009       6.53480
pgc2834543       85.2733      0.337770
pgc2833003       38.9687       5.59322
pgc2834794       82.5826       4.20450
pgc2833000       38.7672       7.47118
pgc2833127       45.5937       4.35288
pgc2833383       59.2572       6.03998
pgc2833254       57.1622      0.227800
pgc2833638       73.7113      0.467420
pgc2833637       74.6372       1.71408
pgc2833636       73.4825       1.56947
pgc2832482       15.9541       1.36673
pgc2833377       56.4183       6.05001
pgc2832224       6.35085       1.93964
pgc2833376       56.5393       6.80333
pgc2833242       54.1971      0.587760
pgc2832983       44.2692       4.50099
pgc2834134       79.7967       2.59584
pgc2832725       28.3890       3.18753
pgc2834133       79.1712       1.94724
pgc2834004       81.1867       1.84642
pgc2834003       82.4782       1.78921
pgc2834259       78.6837       5.15615
pgc2834771       88.5655       3.22542
pgc2833361       52.6893       6.18865
pgc2833745       73.9932       5.39907
pgc2834001       82.0064       1.29826
pgc2833360       53.7048       6.41772
pgc2832589       18.6767       6.99520
pgc2833740       72.8014       5.60503
pgc2832971       41.3372       4.71165
pgc2832200       4.44885       1.68882
pgc2832455       14.9572       6.48306
pgc2834431       81.6617       6.86891
pgc2831485       342.497      -32.8053
pgc133345       325.730      -29.7728
pgc139413       160.988       13.3916
pgc139781       184.616       12.5772
pgc101476       194.289       33.1208
pgc99955       68.8529      -13.2904
pgc88366       77.9212      -14.2057
pgc88612       159.837      -20.7244
pgc89508       311.733      -12.8498
pgc94336       188.236       1.96043
pgc94609       207.308       26.6021
pgc72493       357.119       4.12458
pgc41134       187.304       11.6823
pgc513       1.70175      -24.9447
pgc325678       342.955      -64.1502
pgc137982       32.8804       70.7722
pgc76930       109.280      -32.9055
pgc75997       101.239      -13.2888
pgc90359       304.381       72.1238
pgc95478       346.648      -36.2498
pgc83203       157.967      -35.2049
pgc76307       104.354      -24.9397
pgc83855       198.794      -16.2386
pgc95165       345.474      -38.4947
pgc93119       193.770       8.06626
pgc74777       54.1890      -33.0145
pgc74781       54.2218      -34.9383
pgc74800       54.4737      -37.2799
pgc63536       295.489      -29.0550
pgc64607       305.937      -19.3254
pgc74859       55.0055      -34.7582
pgc63609       296.218      -54.4566
pgc74873       55.1125      -36.4990
pgc74879       55.1412      -35.0230
pgc62600       284.233      -54.5457
pgc74893       55.2102      -35.7482
pgc74896       55.2301      -37.8378
pgc61607       273.463       18.8251
pgc74917       55.4224      -35.1699
pgc74933       55.5719      -35.5403
pgc74936       55.6134      -33.8707
pgc74968       56.1369      -35.1959
pgc68826       336.376      -17.2434
pgc74970       56.1851      -35.6836
pgc67817       330.137      -43.3898
pgc74993       56.7558      -36.4375
pgc52468       220.322       44.4788
pgc75013       57.7194      -35.1716
pgc49412       208.549      -7.58811
pgc57652       243.959      -60.8031
pgc46408       199.746      -18.5881
pgc46414       199.754      -47.2576
pgc69964       343.578      -39.3151
pgc45391       196.669      -38.2755
pgc60758       265.911       25.4939
pgc52563       220.734      -18.4447
pgc63833       299.057      -56.9106
pgc71029       349.725      -7.58055
pgc69999       343.784      -30.9222
pgc53648       225.312      -7.47492
pgc45475       196.907      -23.5788
pgc49605       209.236       37.6104
pgc45514       197.018      -23.7969
pgc46541       200.104      -20.6111
pgc61930       277.215      -72.0922
pgc46583       200.211      -47.2183
pgc65037       308.988      -54.2994
pgc69651       341.292      -19.9521
pgc46622       200.312      -43.7619
pgc66069       316.366      -52.5519
pgc62008       278.146      -63.2933
pgc49722       209.596      -48.4761
pgc66113       316.671      -42.5570
pgc45657       197.449      -23.3839
pgc45667       197.465      -16.5164
pgc72300       356.247      -42.9096
pgc60029       259.504      -59.1720
pgc60025       259.471       61.7808
pgc45696       197.573      -75.4962
pgc61079       268.627       18.3759
pgc64153       302.081      -48.2114
pgc59038       252.170      -62.6060
pgc68252       332.944      -33.8833
pgc47770       203.459      -12.1305
pgc74404       51.3009      -32.9022
pgc74428       51.6042      -37.1282
pgc51922       218.024       57.9531
pgc68338       333.489      -42.5911
pgc58114       246.518       2.90653
pgc67352       326.856      -34.8837
pgc69403       339.715      -25.7089
pgc64296       303.302      -46.1617
pgc59216       253.473      -58.7781
pgc44876       195.296      -5.55664
pgc45924       198.302      -16.1305
pgc45922       198.308      -42.2869
pgc71564       352.257      -59.7167
pgc59363       254.678       57.0984
pgc28690       149.107      -26.0949
pgc26654       141.059       76.5316
pgc29220       151.132       60.1079
pgc43557       192.883      -26.4521
pgc34349       168.953      -27.1106
pgc32818       163.930       71.4883
pgc42549       190.317      -5.00917
pgc37950       180.428      -31.7038
pgc31296       158.661      -28.5832
pgc43584       192.932      -38.8292
pgc30273       155.273      -66.4922
pgc43082       191.597      -44.1090
pgc28238       147.327       48.5637
pgc35417       172.435      -36.3913
pgc43611       193.002      -41.1469
pgc43121       191.731       26.5643
pgc38025       180.654       64.3765
pgc28302       147.544      -12.2263
pgc43155       191.840      -41.2376
pgc28829       149.721      -30.3578
pgc26794       141.736      -24.7830
pgc43698       193.143       12.2575
pgc41144       187.326       10.1359
pgc43723       193.212      -42.6600
pgc30416       155.784      -39.6239
pgc27882       146.054      -28.8488
pgc39672       184.866       5.04748
pgc26624       140.949      -25.6378
pgc37636       179.464       27.8687
pgc39688       184.900      -26.1455
pgc42505       190.225      -41.6066
pgc40209       185.833       15.8205
pgc33560       166.478      -25.5889
pgc28948       150.132      -31.2449
pgc40214       185.838       15.8684
pgc44313       194.366      -19.6913
pgc31020       157.749      -34.5630
pgc44340       194.403      -27.2922
pgc37690       179.630      -18.3469
pgc40252       185.913       7.05392
pgc38717       182.552       64.7606
pgc30544       156.198      -43.9644
pgc43872       193.525      -40.9010
pgc40819       186.824       14.1474
pgc28536       148.494      -27.2862
pgc38303       181.397      -26.5226
pgc43940       193.673       2.10415
pgc35754       173.615       33.1789
pgc44460       194.618      -10.5770
pgc43456       192.619      -26.8426
pgc29637       152.692      -34.8447
pgc43478       192.678      -4.15578
pgc26592       140.850      -63.8126
pgc42983       191.312      -40.8242
pgc17427       83.2302      -14.1330
pgc13844       56.8175      -32.3023
pgc20514       108.880      -29.3589
pgc17452       83.5047      -23.3100
pgc25146       134.255      -24.6736
pgc12345       49.7367      -10.5464
pgc21062       112.026      -62.3631
pgc20046       105.651      -42.0686
pgc17487       83.8566      -17.8152
pgc24171       129.063      -26.4093
pgc20623       109.588      -57.7554
pgc23704       126.822       25.8789
pgc24229       129.353      -55.1237
pgc19127       97.3232      -17.3589
pgc12990       52.4291      -33.5577
pgc13511       55.0800      -18.9315
pgc15055       66.1873      -54.9420
pgc10960       43.6194      -47.1786
pgc18641       93.2613      -27.7297
pgc24789       132.329      -19.0042
pgc14558       62.2579      -45.5176
pgc14560       62.2599      -56.0117
pgc13036       52.6651      -54.5752
pgc15608       69.0060       19.9507
pgc14585       62.4805      -56.5202
pgc14079       58.6208      -20.4272
pgc23301       124.665      -25.3859
pgc19466       100.672      -27.4595
pgc14609       62.7297      -7.28051
pgc23312       124.741       58.2627
pgc19750       102.992       16.2946
pgc14635       62.9972      -32.8509
pgc14658       63.1713      -23.1590
pgc19784       103.258      -26.5251
pgc17738       86.3955       73.6090
pgc22879       122.303      -61.6603
pgc17772       86.4747      -21.9991
pgc18804       94.7480      -24.6303
pgc17296       81.6981      -63.7611
pgc13232       53.6286      -34.2975
pgc20400       108.149      -28.6539
pgc14261       60.1155       68.5778
pgc12210       49.3269       3.61194
pgc18374       91.1425       57.6278
pgc17860       86.9641      -17.6024
pgc23498       125.681       22.5530
pgc24028       128.458      -13.1747
pgc13818       56.6475      -40.6482
pgc184851       224.588       1.84533
pgc3139142       251.233       64.2650
pgc3099202       158.536      -34.6337
pgc660       2.26785       27.7294
pgc1816       7.42380      -51.5207
pgc4075944       143.950      -25.1695
pgc3707868       92.4361      -32.8336
pgc5061109       320.758       68.1951
pgc817614       223.382      -22.2120
pgc430271       193.763      -53.4064
pgc166153       196.677       18.0021
pgc166150       194.650       17.8130
pgc166865       72.9381       67.1589
pgc166863       61.3869       71.4695
pgc54026       227.028       56.2611
pgc45373       196.623      -49.8285
pgc166171       204.476       49.1207
pgc166128       184.887       43.3868
pgc166129       184.888       47.4515
pgc166074       55.5105       68.2073
pgc166079       58.1379       71.0921
pgc166086       87.5117       2.88286
pgc166089       100.799       36.6343
pgc166100       138.756      -25.8842
pgc70787       348.643      -43.6036
pgc166068       38.8962       59.3783
pgc166103       150.731      -6.20757
pgc166072       50.7801       62.7875
pgc166113       173.568       17.1631
pgc13188       53.4770       68.1106
pgc166861       55.8134       68.2611
pgc166862       59.6079       69.2824
pgc166864       63.0276       70.7717
pgc5057087       61.2574       71.5649
pgc166476       54.6194       67.5959
pgc139925       187.715       12.4387
pgc139829       186.560       33.3338
pgc139732       179.815       50.7081
pgc139659       175.401       32.2813
pgc139242       151.661       9.75525
pgc139255       152.637       22.0111
pgc139004       108.890      -29.2843
pgc139009       109.629      -57.5432
pgc138959       100.262       60.8531
pgc138980       105.232       27.1512
pgc138729       66.9888       26.3217
pgc138465       27.6123       21.8808
pgc138185       7.08465       1.83864
pgc135876       344.283      -2.45154
pgc135860       220.751     -0.383260
pgc135829       202.891       2.18763
pgc135812       193.351       1.93133
pgc135765       161.643       1.77439
pgc135774       166.785      0.364950
pgc135777       167.333       2.68235
pgc135788       180.023      -1.30948
pgc135685       55.7132      -1.86888
pgc135629       18.2112       1.04684
pgc135518       348.306      -42.2332
pgc135143       61.5767      -21.5251
pgc134992       47.2554      -18.1981
pgc134360       328.834      -25.0029
pgc133436       338.028      -29.5605
pgc133419       339.266      -28.3869
pgc132930       29.9115      -29.4832
pgc132539       334.950      -36.7278
pgc132490       333.329      -35.9795
pgc131044       28.0534      -37.5440
pgc130774       333.417      -46.6277
pgc130747       339.162      -43.0338
pgc129996       354.922      -51.7153
pgc129199       11.7831      -48.8966
pgc128826       64.0705      -54.8939
pgc128407       358.536      -55.6111
pgc128403      0.686850      -55.0083
pgc128072       65.4819      -59.4601
pgc127659       335.415      -66.3877
pgc126473       325.594      -44.7894
pgc126333       226.189      -12.2683
pgc125939       190.036      -5.81856
pgc118097       199.988      -12.7996
pgc113395       159.566      -3.95334
pgc101538       244.098       47.0340
pgc101490       198.696       34.8833
pgc101430       6.78045       10.6511
pgc101304       43.5352       59.0053
pgc100890       355.987      -28.6501
pgc100780       339.587      -27.9598
pgc100783       339.663      -27.7380
pgc100769       71.1955       28.2522
pgc100770       83.8391       32.1157
pgc100717       94.2775      -27.6065
pgc100720       101.275      -27.4091
pgc100721       101.555      -28.0637
pgc100722       117.370      -25.9851
pgc100724       138.743      -24.5209
pgc100732       182.170      -35.0518
pgc100744       41.9466       5.58895
pgc99999       290.457       47.9796
pgc100005       290.586       48.1126
pgc99754       208.328       40.3163
pgc97262       328.697       64.7844
pgc97244       333.374       45.4889
pgc96438       137.931      -63.1790
pgc96441       139.520      -61.9030
pgc95737       272.743       14.1269
pgc95741       274.703       13.3329
pgc95620       217.825       58.7614
pgc95604       137.249       60.0629
pgc95093       338.773      -46.4609
pgc93585       76.5740       44.2001
pgc93140       330.634       19.7499
pgc93117       185.317       11.5204
pgc93118       189.038       19.3207
pgc93121       199.221       12.5517
pgc93101       147.820       7.83001
pgc93081       23.1208       4.59494
pgc93084       61.1166      -2.17378
pgc93099       136.436       25.4368
pgc93090       112.363       72.1309
pgc93031       350.746       7.67374
pgc92915       159.370       12.3961
pgc92255       143.147      -59.8930
pgc92241       129.245      -20.8792
pgc92244       132.477      -20.6503
pgc91755       341.809       75.7554
pgc91687       315.315      -17.1336
pgc91447       231.423       66.2114
pgc91432       229.950       3.97806
pgc91195       185.875       2.00803
pgc91149       178.441      -8.01641
pgc91165       180.822       26.5780
pgc91112       171.055       26.2455
pgc90975       150.293      0.908890
pgc90941       146.342      -13.7479
pgc90278       263.118      -43.2666
pgc89856       211.658      -33.4342
pgc89642       210.727       24.8509
pgc89610       187.053       25.0900
pgc88930       207.234      -36.0664
pgc88904       203.702      -48.5472
pgc88898       203.193      -29.9212
pgc88832       200.989      -10.6713
pgc88632       165.499      -22.5010
pgc88232       60.1172      -44.8099
pgc88133       52.2240      -31.1784
pgc87937       30.4749      -49.8483
pgc87676       223.551       30.2093
pgc87403       157.107      -44.2713
pgc87310       329.332       8.32614
pgc87259       168.132       16.2896
pgc87170       164.717       14.1296
pgc87173       214.090       13.8746
pgc87126       199.532       24.7423
pgc87029       171.460       37.1249
pgc86973       157.431       36.2714
pgc86675       174.380       18.5935
pgc86623       157.474       20.8016
pgc86581       46.8459       62.1922
pgc86431       191.545       26.2502
pgc86453       210.500       20.5017
pgc85642       355.605       27.7819
pgc84906       282.206      -63.1772
pgc84880       270.831      -43.6648
pgc84268       220.330       7.79300
pgc84091       209.671       36.7776
pgc83890       199.096      -16.1364
pgc83572       190.207       27.5640
pgc83543       187.263      0.104820
pgc83567       189.626       29.0551
pgc83326       161.240       11.9161
pgc83286       159.929       12.6347
pgc82553       148.069       46.2663
pgc82501       144.882       45.9032
pgc82334       137.632       33.0584
pgc81925       130.513      -33.2573
pgc80593       123.702      -32.0107
pgc77602       113.184      -28.6867
pgc75352       82.4901      -38.3027
pgc75152       66.3342      -56.8233
pgc74972       56.2440      -36.8949
pgc74911       55.3391      -33.7696
pgc74868       55.0662      -19.0817
pgc74886       55.1800      -18.6452
pgc74811       54.5898      -35.2597
pgc74806       54.5787      -35.5307
pgc74808       54.5805      -35.1291
pgc74766       54.0538      -36.1665
pgc74057       29.8941       30.8914
pgc73813       18.2937      -33.6527
pgc73100       359.634       26.2139
pgc72978       359.186       16.8041
pgc72377       356.717      -47.1355
pgc71812       353.796      -65.5870
pgc71426       351.528       21.7755
pgc71083       349.903       8.06320
pgc70982       349.488      -42.5235
pgc70870       349.134      -61.4827
pgc70773       348.572      -9.83632
pgc70647       347.831       4.98079
pgc70513       346.811      -27.6849
pgc70510       346.756       5.99612
pgc70067       344.256       72.7091
pgc70052       344.153       71.4802
pgc69941       343.500       75.2471
pgc69850       342.685      -17.7688
pgc69816       342.437       15.0891
pgc69746       342.052      -73.8152
pgc69665       341.405      -40.9159
pgc69416       339.825      -1.70038
pgc69239       338.878      -44.4098
pgc69085       338.005      -28.0236
pgc69096       338.123      -29.5802
pgc69053       337.826      -28.4000
pgc68908       336.865      -42.9764
pgc68851       336.490      -32.4827
pgc68807       336.256      -51.7959
pgc68699       335.696      -34.8339
pgc68620       335.313       73.6840
pgc68625       335.299      -45.6767
pgc68481       334.204      -21.2494
pgc68452       334.021      -65.4547
pgc68379       333.661      -69.3679
pgc68194       332.516       44.5460
pgc68090       331.945      -10.7459
pgc68076       331.836      -55.5394
pgc67959       330.979      -49.7123
pgc67596       328.441      -48.6910
pgc67256       326.014      -43.2097
pgc67224       325.720      -47.8569
pgc66993       323.705       70.7721
pgc66699       321.150      -64.0832
pgc66660       320.734      -45.7821
pgc66275       317.767      -36.5385
pgc65642       313.290       67.1758
pgc65330       311.417       28.1772
pgc65296       311.156      -57.6270
pgc65213       310.458       5.59390
pgc64868       307.780      -18.1987
pgc64834       307.609      -16.7401
pgc64822       307.536      -15.2277
pgc64616       306.003       60.1948
pgc64622       306.048       35.8603
pgc64070       301.236       62.7978
pgc63683       297.145       54.2033
pgc62974       288.889       44.1056
pgc62866       287.758      -55.2583
pgc62837       287.447      -55.5855
pgc62745       286.175      -55.8607
pgc61798       275.722       70.2253
pgc60998       267.844       18.7486
pgc59528       255.960       26.4810
pgc59180       253.202      -58.9461
pgc59130       252.881      -60.5879
pgc58475       248.140       27.4585
pgc57952       245.699      -60.3154
pgc56100       237.217       21.8549
pgc56121       237.319       21.8314
pgc55977       236.441       36.0280
pgc55605       234.194       7.83354
pgc55521       233.864       56.0329
pgc55511       233.787       16.8711
pgc55459       233.509       56.6858
pgc55308       232.913       15.5918
pgc55037       231.270       66.2554
pgc55047       231.319       53.4071
pgc54288       228.128      -72.7726
pgc53960       226.728       66.1767
pgc53115       223.135       49.0171
pgc52693       221.366       31.4386
pgc52336       219.690       51.3182
pgc51961       218.140       52.4128
pgc51631       216.915       32.1398
pgc51225       215.051       43.0201
pgc50687       212.957       47.9664
pgc50061       210.810       16.0055
pgc49871       210.186       58.8209
pgc49273       208.122       59.6746
pgc49150       207.686      -48.9469
pgc49106       207.577      -48.9053
pgc49076       207.468      -48.5782
pgc48847       206.719       41.3039
pgc48369       205.077      -28.8922
