| objname   | ra     | dec    |
| char      | double | double |
pgc44993       195.587      -46.3536
pgc503774       195.683      -47.2881
pgc45058       195.732       55.6947
pgc634547       195.755      -36.6278
pgc45073       195.798      -17.3759
pgc45079       195.811       7.80197
pgc45088       195.839       48.3308
pgc742710       195.234      -28.3533
pgc44842       195.240      -41.7516
pgc496903       195.245      -47.7150
pgc214054       195.253      -1.97602
pgc44858       195.265      -1.95339
pgc44860       195.271      -26.0910
pgc91242       195.278      -3.37617
pgc44954       195.512      -10.4130
pgc44681       194.986      -19.4114
pgc44719       195.044       12.4833
pgc44735       195.072      -12.3467
pgc44762       195.112      -45.3633
pgc44764       195.115      -40.7307
pgc44781       195.141      -6.85302
pgc44782       195.145       64.4471
pgc4078829       194.550      -21.0460
pgc44436       194.577      -33.2279
pgc44433       194.578       13.3914
pgc44471       194.628      -15.5331
pgc44474       194.650       1.70672
pgc44506       194.703      -6.11223
pgc166151       194.754       35.4800
pgc44549       194.777      -12.2278
pgc44145       194.118      -36.3708
pgc44157       194.144      -13.3936
pgc44219       194.233       84.1026
pgc44240       194.251       1.02860
pgc1134210       194.279     -0.807650
pgc44264       194.300      -4.15927
pgc158230       193.906      -1.32993
pgc214039       193.907     -0.206380
pgc44092       193.976       63.6121
pgc44095       193.992      -1.34768
pgc44097       193.999      -19.2690
pgc44116       194.052      -29.5029
pgc2712133       194.067       68.1129
pgc44121       194.075       34.6562
pgc44125       194.083       10.1887
pgc43966       193.706      -16.0522
pgc43970       193.712      -11.8926
pgc938112       193.733      -13.4285
pgc827284       193.770      -21.5127
pgc3272073       193.795      -3.39740
pgc44021       193.830      -14.9500
pgc166149       193.862       32.9846
pgc43886       193.556      -43.1395
pgc43907       193.622       26.3041
pgc43927       193.655      -18.3083
pgc43787       193.344      -42.1409
pgc1038789       193.383      -5.92838
pgc5064326       152.272      -56.6191
pgc43769       193.292       25.2782
pgc43654       193.088       21.6294
pgc43690       193.144      -9.77658
pgc1102717       193.152      -2.06255
pgc43735       193.239      -42.7366
pgc43746       193.265       7.68321
pgc745487       193.271      -28.1283
pgc86644       192.942       21.7350
pgc43600       192.975      -4.57701
pgc2806992       193.014       12.9067
pgc43553       192.872      -41.8439
pgc43409       192.474      -6.71740
pgc43394       192.493       78.3842
pgc135809       192.520     -0.232330
pgc170208       192.570      -7.66828
pgc43450       192.614       28.3528
pgc529484       192.269      -45.1888
pgc2664790       192.275       64.1322
pgc1080418       192.311      -2.89681
pgc43338       192.316       4.65582
pgc43341       192.326      -4.01642
pgc4076226       192.403      -45.5294
pgc43231       192.039      -43.6587
pgc43240       192.039       54.0242
pgc43197       192.056       60.2715
pgc43262       192.109      -40.9358
pgc43271       192.137      -45.6281
pgc3082072       192.242      -39.1520
pgc3994647       192.128      -8.04222
pgc43151       191.833      -9.49789
pgc43199       191.978      -21.9285
pgc43081       191.597       48.2352
pgc43137       191.785      -38.0067
pgc4075541       191.230      -21.6609
pgc2204358       191.281       42.7023
pgc158033       191.288      -6.31577
pgc1004715       191.306      -8.35853
pgc42995       191.378       20.8160
pgc43022       191.423      -26.6340
pgc43029       191.448      -7.06979
pgc43051       191.518       8.47618
pgc42889       191.050       62.2475
pgc4002800       191.072       59.7189
pgc42922       191.142      -33.9057
pgc42905       191.143      -24.2752
pgc42931       191.159       28.4724
pgc2654321       190.928       63.3613
pgc42832       190.939       53.9599
pgc42887       191.013       63.8038
pgc42888       191.030       70.7898
pgc42753       190.741       12.2868
pgc166141       190.803       35.4130
pgc4614900       190.527      -77.9251
pgc42643       190.538       12.5969
pgc42663       190.570       42.5208
pgc42551       190.302     -0.756860
pgc42558       190.336       14.7007
pgc1062175       190.341      -4.14979
pgc42559       190.345      -3.05779
pgc91219       190.371      -3.25380
pgc166140       190.379       39.8130
pgc1207559       190.413       1.83790
pgc42431       190.057      -25.3269
pgc42469       190.148       63.3498
pgc42340       189.841       4.93664
pgc42389       189.950       12.9739
pgc1150986       189.979     -0.138820
pgc86642       189.587       19.5414
pgc42259       189.655       55.9258
pgc42288       189.737       38.0902
pgc42307       189.767       13.3634
pgc42325       189.808       15.6304
pgc42334       189.814      -26.9100
pgc1275680       189.830       4.94387
pgc1089367       189.446      -2.53316
pgc42218       189.565       6.99436
pgc42077       189.157       10.9389
pgc42080       189.175       3.10862
pgc1077909       189.182      -3.02070
pgc91215       189.229       1.61504
pgc41983       188.971      -3.60850
pgc42022       189.041      -43.9842
pgc41865       188.691       15.2206
pgc41923       188.834       6.11514
pgc1811760       188.839       27.5635
pgc5064327       219.913      -54.3180
pgc41942       188.879       6.33400
pgc41936       188.863       12.7503
pgc41793       188.541      -25.6173
pgc41796       188.550      -36.8189
pgc41807       188.570       3.73450
pgc41846       188.660       68.3404
pgc41809       188.660       73.6667
pgc41725       188.404      -4.88485
pgc41733       188.424      -23.6806
pgc41737       188.439      -2.64861
pgc41766       188.502       39.0193
pgc41786       188.531      -26.2886
pgc41644       188.232       3.36061
pgc41660       188.278       32.0914
pgc41667       188.283     -0.532880
pgc41698       188.333       12.8536
pgc41701       188.354       33.3510
pgc41711       188.362      -27.6527
pgc41567       188.095       16.0188
pgc41571       188.098      -1.74020
pgc41578       188.116      0.390630
pgc41601       188.137       63.8773
pgc41606       188.170       12.7713
pgc41488       187.950      -2.97026
pgc41519       188.000       13.0825
pgc41522       188.001       39.8324
pgc41537       188.021      -39.9825
pgc2816824       187.658      -37.1417
pgc139931       187.739       12.3737
pgc2251075       187.775       44.7469
pgc135807       187.819      0.994310
pgc41237       187.463       13.8680
pgc68380       333.683      -69.3661
pgc83546       187.495     0.0271900
pgc41263       187.522       17.3951
pgc592418       187.529      -39.9254
pgc41150       187.338      -23.1666
pgc41177       187.386      0.839790
pgc41178       187.396       10.7934
pgc135806       187.443      -1.29509
pgc41093       187.218       42.1780
pgc139866       187.066       2.70079
pgc41015       187.114      -24.6369
pgc40906       186.926       12.0897
pgc135803       186.943       1.59987
pgc40939       186.995      -13.5250
pgc40806       186.797       12.0382
pgc40838       186.838       13.1119
pgc40867       186.876       9.34132
pgc40821       186.882       9.60239
pgc40825       186.816       4.26341
pgc40738       186.688      -22.0133
pgc40767       186.728       13.5662
pgc40329       186.052      0.567220
pgc40645       186.533       58.3218
pgc1204412       186.574       1.74166
pgc567143       186.578      -42.1876
pgc135801       186.580       1.01971
pgc40704       186.659       62.3791
pgc40723       186.666       12.5134
pgc40564       186.428      0.572600
pgc970571       186.456      -11.0512
pgc40598       186.461       13.1977
pgc40495       186.327       26.7154
pgc40521       186.371       13.4982
pgc40534       186.390       13.2273
pgc40548       186.406       13.1432
pgc1031551       186.416      -6.55205
pgc40414       186.172       3.72135
pgc40446       186.239      -26.0306
pgc40485       186.313       12.7145
pgc3097707       185.990      -14.9531
pgc40349       186.071       67.4400
pgc40367       186.103       70.3340
pgc1070576       185.798      -3.49124
pgc40208       185.833      -37.3826
pgc685644       185.904      -32.8151
pgc631386       185.933      -36.8842
pgc40114       185.665       6.22694
pgc40130       185.688       15.5024
pgc157619       185.696      -9.98034
pgc40136       185.701       7.91352
pgc40148       185.723      -34.1939
pgc2429780       185.783       53.0224
pgc3097706       185.524      -9.80028
pgc40100       185.649       12.1579
pgc659507       185.581      -34.6409
pgc39966       185.414       7.25362
pgc104765       185.432      -12.6658
pgc39999       185.478       35.0500
pgc2655089       185.509       63.4049
pgc39878       185.241       6.33946
pgc39902       185.274      0.552840
pgc39904       185.297       17.6385
pgc4078727       81.8587      -35.5548
pgc640348       185.352      -36.1103
pgc39795       185.078       9.54537
pgc39799       185.088      0.366790
pgc39803       185.091       12.1879
pgc39806       185.097       13.8977
pgc570005       185.124      -41.9577
pgc39832       185.141      0.788150
pgc39833       185.142       2.96776
pgc104686       185.169      -3.53340
pgc2619398       184.968       61.5197
pgc39728       184.969       27.6209
pgc139796       184.972       18.1220
pgc3786719       185.008      -29.1489
pgc39777       185.055      -17.1140
pgc91191       184.858      0.213370
pgc39704       184.930       53.0594
pgc39649       184.823       5.87590
pgc1193160       184.696       1.38164
pgc39583       184.712       7.86164
pgc39619       184.771       13.9810
pgc39634       184.801       6.38161
pgc784557       184.633      -24.9313
pgc39379       184.268      -39.0508
pgc39395       184.300      -11.6779
pgc39411       184.352      -9.95155
pgc39317       184.119      -11.5280
pgc135798       184.161      -1.45168
pgc39332       184.166      -5.10704
pgc39370       184.243       12.2636
pgc39220       183.907      -31.5643
pgc4614582       183.938      -17.6348
pgc39253       183.984      -29.0562
pgc39255       183.985       9.64833
pgc100733       183.990      -22.4253
pgc9583       37.7513       27.9583
pgc39264       184.002       8.20225
pgc4002162       183.905       44.2862
pgc39153       183.767       9.75361
pgc39185       183.822      -41.1195
pgc39096       183.619      -12.3329
pgc1368352       183.723       9.66983
pgc3401853       183.270       53.1057
pgc38985       183.327       75.0342
pgc39033       183.454       24.2643
pgc166126       183.460       5.35361
pgc39050       183.505       17.8999
pgc38878       183.028       25.3093
pgc38886       183.061     0.0722800
pgc135791       183.107       2.81054
pgc38927       183.151      -40.0355
pgc894987       183.222      -16.6875
pgc38952       183.229      -20.4195
pgc2236392       183.230       44.0910
pgc38792       182.762       12.1040
pgc788397       182.783      -24.5870
pgc38815       182.833       1.49236
pgc38823       182.842       18.0175
pgc38840       182.854       58.7591
pgc38849       182.963       67.9285
pgc3394197       182.998       5.91737
pgc38728       182.601       13.1705
pgc38763       182.688      -26.7041
pgc38784       182.738       9.21934
pgc38788       182.742       63.9145
pgc1728559       182.338       25.2008
pgc38627       182.354       13.5745
pgc38652       182.401      -23.4119
pgc38667       182.445       25.0262
pgc2501589       182.118       55.4239
pgc38551       182.132       15.0956
pgc38572       182.169       62.3817
pgc38381       181.578      -22.0974
pgc38391       181.595      -44.4484
pgc38405       181.651       25.1139
pgc1402698       181.670       12.0345
pgc38432       181.722       55.1685
pgc38472       181.827       20.3715
pgc611210       181.853      -38.2473
pgc38487       181.865      -27.1432
pgc4078762       181.877      -30.1988
pgc38286       181.347       28.3657
pgc4078617       181.370      -37.5747
pgc38299       181.386       14.4900
pgc166858       181.400      -43.7705
pgc38331       181.448      -38.8539
pgc38346       181.475      -14.5264
pgc38367       181.530      -22.8483
pgc4001803       181.018       4.81308
pgc38153       181.020       28.9809
pgc819096       181.053      -22.1097
pgc38244       181.216       26.9926
pgc38252       181.236      -35.7431
pgc38250       181.246       58.1073
pgc38268       181.303       28.7819
pgc38289       181.337       63.1566
pgc597219       180.640      -39.5251
pgc38027       180.680       62.4979
pgc38042       180.711       48.6362
pgc38050       180.727       18.7523
pgc38117       180.917       2.64136
pgc38128       180.960       16.5544
pgc38132       180.974       25.4336
pgc37934       180.375      -23.3161
pgc37956       180.421      -15.1083
pgc126724       180.446       28.3603
pgc37960       180.461      -24.1236
pgc2268755       180.486       45.6767
pgc37995       180.547       56.3655
pgc38017       180.600      -14.5320
pgc4078827       180.615      -19.1006
pgc166118       179.994       44.7185
pgc3409566       180.060       59.2399
pgc37864       180.095       78.8516
pgc37860       180.137       20.0739
pgc37889       180.199    -0.0230600
pgc37921       180.336      -33.8765
pgc157191       179.713      -20.7189
pgc37722       179.721       45.7331
pgc135787       179.726       2.62290
pgc37727       179.742      -19.0299
pgc37740       179.776       24.4730
pgc37738       179.792       37.7933
pgc4101601       179.856       57.0692
pgc2832101       179.705       55.3068
pgc157141       179.411      -15.8008
pgc37625       179.437      -10.1731
pgc2575211       179.546       58.1565
pgc91158       179.691       41.3928
pgc104518       179.257      -12.5953
pgc135785       179.343       1.78141
pgc37598       179.356       57.9300
pgc2815817       179.378      -28.1241
pgc4001628       179.199       58.9724
pgc37444       178.904       1.23723
pgc37449       178.913       31.5188
pgc3267517       178.994      -3.56243
pgc37504       179.057       58.1993
pgc37532       179.157       55.6331
pgc3779600       179.168      -39.7136
pgc37538       179.169       32.6288
pgc959978       178.601      -11.9293
pgc37352       178.604      -2.31961
pgc37367       178.687       20.0561
pgc37373       178.706      -16.8642
pgc37376       178.727       30.7076
pgc125831       178.748      -5.95240
pgc37392       178.770       1.71981
pgc37407       178.798      0.487600
pgc170179       178.805      -9.02597
pgc37404       178.813      -78.7422
pgc37445       178.881       63.4404
pgc135784       178.428      -1.65987
pgc37320       178.488      -23.1641
pgc37323       178.497       12.1983
pgc166116       178.507       16.7234
pgc1142230       178.550     -0.482370
pgc37348       178.590      -12.4781
pgc37184       178.100       23.6255
pgc37189       178.114       34.8945
pgc37190       178.115      -20.1038
pgc37202       178.131      -3.67581
pgc2314360       178.139       48.2930
pgc37236       178.243       61.2161
pgc37238       178.250      -4.42585
pgc125787       178.309      -3.40906
pgc37259       178.314       11.6340
pgc37075       177.811       21.0018
pgc2832085       177.862       49.7928
pgc37093       177.867       35.4345
pgc4079108       177.973      -13.4131
pgc37148       177.989       46.8170
pgc910586       177.999      -15.4894
pgc37162       178.008       13.8787
pgc4614906       178.021      -14.8917
pgc36990       177.551       42.0747
pgc36991       177.552       45.4787
pgc37026       177.629       60.1287
pgc37008       177.632      -4.83586
pgc37007       177.652      -12.4677
pgc37027       177.677      -10.2200
pgc37048       177.733       14.5949
pgc4001448       177.302       61.1947
pgc673549       177.327      -33.6394
pgc36929       177.350       16.6420
pgc4001461       177.390       59.4394
pgc4001464       177.417       12.3940
pgc170174       177.462      -16.1677
pgc36976       177.511       15.0233
pgc4078709       177.470      -38.9086
pgc4001421       177.006       54.0049
pgc36872       177.143      -25.9527
pgc36888       177.208       60.1955
pgc36743       176.706       69.3836
pgc170172       176.732      -5.18777
pgc36750       176.753     -0.294160
pgc4015806       176.762       54.2884
pgc4001399       176.800       58.9192
pgc965963       176.827      -11.4238
pgc36769       176.828       58.8858
pgc36787       176.918       69.1040
pgc36686       176.486       50.1998
pgc36690       176.510       41.8840
pgc4011193       176.560       56.7065
pgc36713       176.600       13.8273
pgc36716       176.608       34.8524
pgc36680       176.464       56.0885
pgc36506       176.062       55.0350
pgc2608407       176.102       60.8841
pgc36551       176.147      -3.80096
pgc36555       176.163       67.9559
pgc709469       176.167      -31.0774
pgc36594       176.226       2.16403
pgc2368928       176.276       50.3008
pgc36651       176.317       79.6815
pgc36635       176.342       14.3666
pgc36655       176.388       58.9781
pgc36353       175.615      -7.77400
pgc36355       175.622       18.3333
pgc170170       175.645      -16.8694
pgc36361       175.651       18.8454
pgc36362       175.656      -18.0882
pgc36386       175.705       77.3729
pgc36375       175.712      -19.0676
pgc36384       175.740      -8.33218
pgc36412       175.794       14.2242
pgc36433       175.833       18.1907
pgc139672       175.883       17.9754
pgc1401182       175.986       11.9406
pgc36232       175.204       35.2029
pgc156925       175.286      -37.5257
pgc36263       175.317       59.8859
pgc36291       175.440      -1.90122
pgc36295       175.461       15.9736
pgc36305       175.511       32.0003
pgc36344       175.578       14.9955
pgc36342       175.585       16.0107
pgc36211       175.104       28.3738
pgc36214       175.110       19.4142
pgc156895       175.130      -44.6598
pgc36216       175.134       58.6423
pgc2567881       175.138       57.5598
pgc36217       175.144      -10.0858
pgc156904       175.168      -5.85332
pgc1170677       174.572      0.613370
pgc36060       174.604       20.7403
pgc36066       174.649       57.8742
pgc36079       174.683       33.8047
pgc36084       174.714      -10.5835
pgc36086       174.715       43.1656
pgc3383292       174.752       63.1428
pgc1191771       174.755       1.33658
pgc36174       174.970       8.87459
pgc36178       174.976       17.8820
pgc35904       174.120      -45.0618
pgc35915       174.153      0.816190
pgc35977       174.342       25.7412
pgc36006       174.427       24.1326
pgc35767       173.642       71.5401
pgc624136       173.706      -37.3770
pgc35797       173.757       54.8505
pgc35813       173.822       56.7946
pgc35827       173.826       58.8886
pgc35821       173.849       31.6543
pgc35826       173.861       33.3029
pgc35678       173.348       55.0724
pgc35688       173.376       33.5075
pgc1404385       173.381       12.1373
pgc35705       173.438      -3.43680
pgc35724       173.517      -7.62226
pgc35731       173.549       12.5123
pgc35734       173.558      -9.84561
pgc35739       173.582       13.3215
pgc35758       173.622      -26.8680
pgc1738874       172.842       25.5011
pgc3772495       172.912      -35.3821
pgc35549       172.936       34.3334
pgc35560       172.991      -2.92185
pgc35569       173.010       36.6981
pgc35570       173.016       57.4392
pgc35590       173.085       53.9045
pgc2298394       173.156       47.4497
pgc35619       173.160      -16.6654
pgc35634       173.205       39.0849
pgc751956       173.230      -27.6430
pgc35377       172.302       11.8651
pgc35382       172.314       20.5834
pgc35396       172.350       34.8711
pgc166112       172.351       46.1139
pgc3123526       172.375       3.22872
pgc35433       172.477       52.4044
pgc2365249       172.563       50.1785
pgc35451       172.572       58.1340
pgc35464       172.615       36.7373
pgc638463       172.709      -36.2979
pgc35486       172.710       60.5023
pgc891484       172.777      -16.9263
pgc35507       172.789       28.5670
pgc35265       171.921      -30.8372
pgc35266       171.922       66.5898
pgc35271       171.932      -4.92558
pgc35313       172.076       41.4437
pgc35333       172.169      -34.0586
pgc35341       172.189      -35.0359
pgc86634       172.213       18.2827
pgc35130       171.398       63.4607
pgc3393428       171.417       4.67653
pgc35151       171.473       9.98725
pgc1262899       171.535       4.06243
pgc35175       171.554       57.3536
pgc3409346       171.608       59.2936
pgc35196       171.642       11.4399
pgc35206       171.685       59.1555
pgc35227       171.801     -0.994640
pgc3139974       171.824       65.6012
pgc3093931       170.973      -16.8360
pgc4011040       171.035       3.73448
pgc35044       171.108       27.4563
pgc2551475       119.608       56.9067
pgc35058       171.164      -37.3949
pgc35086       171.255       35.6293
pgc86627       170.745       19.4781
pgc34939       170.750      -39.2355
pgc34952       170.780       30.4786
pgc3383051       170.786       62.8127
pgc3093553       170.791      -12.9813
pgc166111       170.921       19.2738
pgc34995       170.939       17.8184
pgc90146       170.941      -4.70656
pgc34834       170.429       70.6476
pgc34827       170.441       2.42090
pgc4078732       170.468      -34.9164
pgc34838       170.471       41.2300
pgc34870       170.492       34.9486
pgc34864       170.513       42.8205
pgc34874       170.532      -38.0656
pgc1053624       170.583      -4.77722
pgc34640       169.840      -36.5957
pgc34649       169.858       62.4839
pgc34658       169.893       51.5034
pgc34666       169.941       59.2805
pgc1234729       170.013       2.68971
pgc34686       170.030       7.33583
pgc34691       170.051      -21.4706
pgc34696       170.065       2.52575
pgc34711       170.109       3.58572
pgc125728       170.151      -2.74351
pgc34683       170.003       18.2605
pgc3994665       169.513      -17.6419
pgc34528       169.535       54.8413
pgc34529       169.536       4.61621
pgc4000656       169.557       4.69188
pgc4078734       169.608      -33.4274
pgc3768363       169.150      -23.6582
pgc4000621       169.247       52.0378
pgc34439       169.251       50.5848
pgc31425       159.054       42.6582
pgc2354409       168.513       49.8190
pgc34243       168.594       62.0721
pgc34249       168.639       43.2359
pgc34258       168.652      -43.2708
pgc34260       168.655       30.3142
pgc34266       168.675      -23.7278
pgc34292       168.764      -28.3925
pgc34308       168.807       60.7010
pgc4017702       168.823       58.1935
pgc34324       168.888       58.4784
pgc34382       169.109       4.33634
pgc34095       168.113       45.2658
pgc34107       168.166       9.05578
pgc34124       168.216       10.2000
pgc2573236       168.227       57.9874
pgc34151       168.302       5.19637
pgc216842       168.340      -86.3092
pgc34156       168.336       59.9078
pgc170120       168.340      -11.7417
pgc34171       168.370      -6.25607
pgc34188       168.417      -33.8208
pgc3767698       168.431      -27.7246
pgc34198       168.458       21.5207
pgc34203       168.484       65.1777
pgc34211       168.486       12.3015
pgc166109       168.497       11.3294
pgc33981       167.727       9.62185
pgc33959       167.728       1.09239
pgc33976       167.769       34.5698
pgc34015       167.868       6.90745
pgc34029       167.899       56.5269
pgc34068       168.016       28.4863
pgc34078       168.059       65.2254
pgc91091       168.064       8.62877
pgc34094       168.112       51.6368
pgc33726       167.012       53.6162
pgc33744       167.082      -37.6238
pgc33794       167.253       22.9295
pgc33813       167.342      -22.8753
pgc33816       167.347       10.8341
pgc33829       167.394      -30.3142
pgc33837       167.400       50.9263
pgc33860       167.472      -23.7260
pgc33875       167.493       46.0949
pgc33908       167.605       40.0528
pgc33905       167.605       10.1258
pgc33940       167.688       12.0160
pgc33604       166.634       11.3854
pgc33634       166.700       60.2630
pgc33625       166.705       43.7230
pgc33633       166.728       51.2034
pgc33642       166.764       12.0600
pgc170112       166.766      -17.6059
pgc33652       166.807       6.41178
pgc33682       166.853       21.6571
pgc33696       166.893       82.8538
pgc170113       166.903      -4.34186
pgc33425       165.980      -34.3583
pgc33463       166.166       27.7231
pgc33493       166.274      -83.2503
pgc156246       166.341      -32.9662
pgc33537       166.419       41.0752
pgc135771       166.421     -0.100220
pgc33562       166.484       19.8253
pgc33571       166.519       43.3312
pgc33584       166.605       17.5080
pgc33184       165.184       29.1128
pgc33242       165.348       57.6776
pgc33276       165.462       16.6070
pgc33270       165.463       22.3445
pgc33290       165.531       54.4549
pgc2147507       165.542       39.3124
pgc957158       165.685      -12.1384
pgc33346       165.702       52.1162
pgc33375       165.796       56.2218
pgc87171       165.860       16.0163
pgc33030       164.657       9.05042
pgc33038       164.685      -38.7395
pgc33045       164.697       55.2347
pgc33085       164.829       42.5899
pgc33097       164.859      -7.54383
pgc33108       164.909      -15.5264
pgc33118       164.943       33.3918
pgc33137       165.001       54.4255
pgc33140       165.010       14.8413
pgc4000181       165.116       11.6209
pgc4017640       164.018       65.4153
pgc32870       164.073       41.6009
pgc170100       164.135      -13.8824
pgc32906       164.200       31.0904
pgc4614915       164.291      -21.6033
pgc87257       164.409       13.9789
pgc32962       164.467      -39.4406
pgc33010       164.635       48.7815
pgc32732       163.524       20.6444
pgc32799       163.780       63.9933
pgc32812       163.803       5.86254
pgc32821       163.831      -30.4696
pgc801024       163.840      -23.4242
pgc32833       163.913       2.39577
pgc32649       163.171       67.9889
pgc32662       163.239       40.3784
pgc657565       163.240      -34.7862
pgc32679       163.284       33.9104
pgc32681       163.302      -7.42868
pgc32695       163.365       46.0197
pgc32703       163.388      -29.3938
pgc701239       158.547      -31.7743
pgc32706       163.410       34.0333
pgc32708       163.428       9.72761
pgc4015654       163.172       66.1729
pgc32542       162.837      -34.4306
pgc2807138       162.884       3.45496
pgc822312       162.955      -21.8894
pgc32610       163.017       71.7730
pgc32645       163.133       19.7923
pgc1388083       163.081       11.0431
pgc135767       162.537       1.26497
pgc32486       162.627       19.6443
pgc32496       162.659       15.7633
pgc83352       162.361       12.2577
pgc32290       162.067       45.2057
pgc32302       162.103       34.7114
pgc32319       162.152       27.9698
pgc3760919       162.170      -35.0902
pgc91050       162.195       19.1345
pgc32333       162.205      -80.2369
pgc32343       162.224       46.7207
pgc32345       162.249       10.8354
pgc32351       162.256     -0.640420
pgc32356       162.271       52.3355
pgc32364       162.282       6.91728
pgc32369       162.307      -31.3049
pgc32201       161.733       46.7098
pgc32205       161.753      -9.94131
pgc32221       161.830       54.0379
pgc32213       161.924       72.8219
pgc32250       161.923      -38.8537
pgc32248       161.941       56.0916
pgc32287       162.051       28.6018
pgc32044       161.122      -11.2078
pgc32016       161.124       60.3702
pgc32082       161.250      -22.1523
pgc32103       161.343       55.9604
pgc32108       161.363       58.5932
pgc32113       161.406      -23.0081
pgc32134       161.498       34.9650
pgc32162       161.576      -83.8453
pgc31945       160.775       20.4222
pgc31948       160.790      -30.0501
pgc31961       160.864      -37.0439
pgc31975       160.897      -30.6365
pgc31979       160.901      -9.85627
pgc32041       161.096       56.4212
pgc31838       160.360       69.7058
pgc31870       160.486      -40.2602
pgc31876       160.510      -33.2454
pgc2655141       160.544       63.4089
pgc31887       160.546       23.7468
pgc31909       160.623      -30.8850
pgc31923       160.676       34.4488
pgc31762       160.103       21.6186
pgc3139929       160.244       65.5152
pgc31819       160.290       21.3619
pgc3759007       160.259      -30.7944
pgc612829       159.527      -38.1189
pgc31610       159.533       10.3808
pgc31621       159.538       79.3664
pgc31693       159.855       1.71853
pgc31697       159.862       47.9471
pgc31477       159.181       31.5466
pgc3758142       159.268      -31.3657
pgc141481       159.162      -27.6521
pgc31370       158.893      -6.17964
pgc761496       158.921      -26.9725
pgc31387       158.925       26.1259
pgc4017582       158.954       8.48129
pgc2368186       158.999       50.2754
pgc31414       159.040      -37.2395
pgc31285       158.624       35.2567
pgc2807202       158.666       23.0900
pgc31304       158.686      -1.96877
pgc31307       158.691       50.7690
pgc3999653       158.733       64.4759
pgc31331       158.770       46.5615
pgc31287       158.782       79.1506
pgc31192       158.345       64.5016
pgc31207       158.368       57.0527
pgc919880       158.378      -14.7932
pgc31259       158.542       58.0637
pgc31264       158.557      -36.2336
pgc31098       158.077       77.8011
pgc31125       158.082       56.0840
pgc103746       158.118      -11.7265
pgc87169       158.129       14.6501
pgc31148       158.161      -17.4258
pgc31160       158.203      -34.3995
pgc4015616       158.222       13.0088
pgc3757238       158.328      -15.7733
pgc2381991       157.787       50.7858
pgc31032       157.797       34.5028
pgc31046       157.827       41.0407
pgc31079       157.926      -22.2498
pgc31081       157.930       25.3076
pgc31117       158.053      -1.49328
pgc30932       157.455       16.1809
pgc977092       157.530      -10.5277
pgc30985       157.599      -35.2537
pgc30983       157.604       70.0504
pgc4076066       157.112      -37.9072
pgc30832       157.159       3.56045
pgc30853       157.219       66.8062
pgc30865       157.253      -40.0828
pgc166105       157.295       22.7757
pgc30906       157.335      -17.4205
pgc30897       157.352       42.6836
pgc30928       157.445       13.0181
pgc30666       156.620      -20.0416
pgc30690       156.685      -36.8641
pgc4078633       156.696      -31.1494
pgc30715       156.757       56.2707
pgc95608       156.788       63.1515
pgc30774       156.927      -40.0027
pgc30778       156.938       71.2370
pgc30776       156.939       22.8472
pgc30802       156.988       60.6341
pgc30792       156.991      -39.8148
pgc30513       156.116       57.3925
pgc3097700       156.118      -12.4325
pgc91012       156.155       11.9080
pgc30534       156.177      -39.3058
pgc30474       156.208       78.7959
pgc30560       156.270       17.1636
pgc3099199       156.282      -35.6052
pgc30591       156.360      -15.3491
pgc30605       156.424      -76.5038
pgc30608       156.444       5.65237
pgc30323       155.454       74.1770
pgc30399       155.714      -24.3381
pgc30409       155.760      -39.1666
pgc30451       155.896      -38.6561
pgc30484       156.028       70.8822
pgc30177       154.891      -26.6988
pgc30181       154.923      -17.7521
pgc30187       154.927       52.0656
pgc29834       153.494       39.8004
pgc30206       155.015       38.6155
pgc30216       155.076      -25.6535
pgc2172303       155.110       40.8781
pgc30245       155.178      -22.1656
pgc30270       155.234       20.1557
pgc30263       155.238       25.3647
pgc30282       155.305       57.0011
pgc86788       154.347       21.7995
pgc30055       154.387       43.1449
pgc30125       154.716      -32.5967
pgc2806870       154.831       22.7021
pgc29875       153.627       57.2970
pgc29929       153.806      -15.0927
pgc4019613       153.860       64.6359
pgc29980       154.038      -15.7913
pgc30005       154.117       45.3216
pgc29702       152.986       58.7342
pgc29746       153.204       7.10336
pgc29836       153.497      -25.6397
pgc29851       153.543       39.4514
pgc29866       153.619       15.9028
pgc92910       152.322       5.40381
pgc29549       152.382       30.1503
pgc29552       152.397       57.5669
pgc29553       152.410      -25.9814
pgc29603       152.567       32.2752
pgc29641       152.710      -30.4240
pgc921435       152.757      -14.6779
pgc29692       152.936      -2.73157
pgc82584       151.694       46.3844
pgc29394       151.734      -25.2920
pgc29408       151.780       15.9839
pgc29431       151.844       38.9697
pgc3463267       151.850       5.32531
pgc29468       152.032       29.5425
pgc29471       152.043       2.46341
pgc4076021       152.045      -33.5172
pgc29478       152.054       18.7071
pgc29487       152.108      -30.9958
pgc4614919       152.122      -33.1431
pgc29506       152.210       70.6336
pgc29522       152.241       32.0105
pgc29221       151.161       60.4662
pgc29264       151.315       72.2005
pgc90979       151.338       77.7792
pgc2815812       151.354      -32.0317
pgc29281       151.358      -17.7992
pgc40890       186.908       12.8802
pgc29296       151.414       80.2857
pgc29347       151.576       28.9449
pgc2816694       151.631      -32.0432
pgc2125269       150.758       38.3772
pgc29126       150.765       10.7458
pgc5064331       189.813      -69.7527
pgc29140       150.830      -21.4294
pgc2790903       150.953       45.0827
pgc29176       150.959      -26.6127
