| objname   | ra     | dec    |
| char      | double | double |
pgc3289097       168.961       1.53352
pgc3289224       168.740      -2.27030
pgc3289339       168.439     -0.250800
pgc3289441       168.198      -2.59075
pgc3289488       178.036     -0.360890
pgc3289563       177.774      -2.31001
pgc3289704       177.378    -0.0254000
pgc3289735       177.305      0.335380
pgc3289762       177.246     -0.471100
pgc3290006       176.619     0.0728000
pgc3290101       176.395      -2.30435
pgc3290202       176.190      0.265720
pgc3290245       176.089      -1.21036
pgc3290292       175.968      -1.40559
pgc3290353       175.860      -1.46680
pgc3290393       175.757       2.00533
pgc3290457       175.595      -1.46840
pgc3290690       174.993     -0.171020
pgc3290707       174.965      -2.25540
pgc3290750       174.852      0.995430
pgc3290787       174.726      -1.64290
pgc3290818       174.642       1.94275
pgc3290931       174.285    -0.0292900
pgc3290986       174.123      0.224000
pgc3291071       173.876       1.99550
pgc3291072       173.868      -2.22769
pgc3291186       173.451      0.107600
pgc3291243       173.279       1.34760
pgc3291376       182.425       1.44241
pgc3291384       182.367       1.60160
pgc3291470       181.738      0.663070
pgc3291663       180.301       1.24028
pgc3291730       179.788       1.49400
pgc3291739       179.703       1.04613
pgc3291881       178.758       1.65007
pgc3291919       178.359       1.15940
pgc3292059       182.128     -0.818900
pgc3292072       182.025      -1.12660
pgc3292127       181.619     -0.777500
pgc3292163       181.280     -0.110520
pgc3292377       179.747      -1.06542
pgc3292392       179.685     -0.993320
pgc3292385       179.719     -0.543000
pgc3292591       178.699      -1.13017
pgc3292644       178.185     -0.732800
pgc3292711       182.439      -2.36760
pgc3292822       181.225      -2.11914
pgc3292908       180.632      -2.30320
pgc3293020       179.696      -2.28630
pgc3293196       178.374      -2.26790
pgc3293383       186.426       2.15690
pgc3293423       186.026       2.09305
pgc3293443       185.828      0.776400
pgc3293619       184.289       1.98490
pgc3293647       183.976      0.750200
pgc3293736       188.140      0.404700
pgc3293739       188.108      0.402600
pgc3293740       188.115      0.368800
pgc3293794       187.637      -1.32890
pgc3293891       186.726     -0.339500
pgc3293970       185.748      -1.14520
pgc3293958       185.875     -0.433980
pgc3294218       183.578     -0.847900
pgc3294233       183.438     -0.282800
pgc3294258       183.157      0.358700
pgc3294282       187.835      -1.69580
pgc3294304       187.590      -1.63810
pgc3294335       187.241      -1.60270
pgc3294387       186.410      -1.65230
pgc3294393       186.332      -1.59900
pgc3294456       185.483      -1.59332
pgc3294523       184.750      -1.94743
pgc3294587       183.939      -2.06220
pgc3294836       190.831       1.98190
pgc3295140       192.644      0.433900
pgc3295235       191.868     -0.138200
pgc3295391       190.881     -0.478620
pgc3295435       190.645      -1.01050
pgc3295850       192.133      -2.51106
pgc3295853       192.113      -1.66750
pgc3295854       192.103      -1.83650
pgc3295899       191.828      -2.71625
pgc3295950       191.392      -1.55122
pgc3296254       188.826      -1.38030
pgc3296255       188.818      -1.54278
pgc3296313       188.401      -2.73340
pgc3296346       188.143      -2.23730
pgc3296376       198.065      -1.55340
pgc3296587       197.589     -0.555300
pgc3296602       197.572      -1.44932
pgc3296818       197.056      0.287070
pgc3297102       196.339     -0.419200
pgc3297205       196.069      -2.00026
pgc3297397       195.511      -1.99723
pgc3297439       195.417      -2.00374
pgc3297727       194.675       1.27550
pgc3297904       194.223       1.46032
pgc3297968       194.009     -0.964600
pgc3298020       193.851      -1.07460
pgc3298046       193.790      0.129300
pgc3298107       193.635       1.10860
pgc3298161       193.513      -1.61990
pgc3298524       201.692       1.17127
pgc3298843       199.616      0.595900
pgc3298888       199.380       1.08054
pgc3298900       199.298       1.15235
pgc3298933       198.975       1.77290
pgc3299004       198.437      0.848800
pgc3299128       202.182      -1.27249
pgc3299337       200.724     -0.606710
pgc3299616       199.065     -0.954690
pgc3299739       198.143     -0.810100
pgc3299765       203.027      -1.82340
pgc3299796       202.924      -2.51502
pgc3300147       201.035      -1.77170
pgc3300296       200.011      -2.59810
pgc3300337       199.587      -2.22815
pgc3300378       199.346      -1.71480
pgc3300491       198.442      -2.25648
pgc3300597       207.466       1.25566
pgc3300653       206.768       2.15510
pgc3300670       206.495       1.06799
pgc3300688       206.310       1.27290
pgc3300747       205.626      0.763200
pgc3300805       204.900       1.66020
pgc3300822       204.619      0.697400
pgc3300990       207.701    -0.0791000
pgc3301077       206.868      -1.00380
pgc3301174       206.199     -0.570600
pgc3301238       205.667     -0.627470
pgc3301250       205.587      0.312200
pgc3301343       204.880     -0.766400
pgc3301368       204.678     -0.525790
pgc3301369       204.628     -0.191100
pgc3301356       204.790     -0.175560
pgc3301561       207.426      -2.19990
pgc3301582       207.252      -2.12856
pgc3301642       206.616      -2.04624
pgc3301748       205.734      -2.44170
pgc3301905       204.271      -1.41950
pgc3302162       212.797     -0.947030
pgc3302476       211.925      -1.26326
pgc3302700       211.277     -0.810080
pgc3302703       211.243    -0.0265500
pgc3302747       211.107       1.12639
pgc3302807       211.017      -1.02840
pgc3302783       211.054      -2.29030
pgc3302845       210.918     -0.774310
pgc3302879       210.807      0.567370
pgc3303008       210.441      -2.58190
pgc3303070       210.281     -0.681200
pgc3303317       209.718      0.725560
pgc3303393       209.536     -0.632370
pgc3303537       209.237      0.396090
pgc3303692       208.843     -0.877060
pgc3303749       208.665     0.0980900
pgc3303785       208.517       2.04370
pgc3303831       208.375     -0.496030
pgc3303893       208.232      -1.09200
pgc3303899       208.223      -1.13250
pgc3303900       208.223      -1.10790
pgc3303907       208.212      -1.12401
pgc3303986       215.658       1.03990
pgc3304206       215.539      0.226500
pgc3304251       214.679      0.468630
pgc3304440       217.988      -1.48922
pgc3304574       216.465      -2.62430
pgc3304672       215.044      -1.98378
pgc3304686       214.870      -1.82026
pgc3304740       214.303      -1.48670
pgc3304823       213.559      -1.76450
pgc3304951       219.287      0.952210
pgc3305003       218.261      0.925220
pgc3305060       222.332      0.339310
pgc3305077       222.166      0.237380
pgc3305189       221.147      -1.06368
pgc3305249       220.590     -0.487930
pgc3305394       219.478     -0.397700
pgc3305400       219.450     -0.389600
pgc3305456       219.181     -0.387900
pgc3305674       221.660      -2.44929
pgc3305673       221.669      -2.04466
pgc3305694       221.485      -2.68340
pgc3305834       220.034      -2.64385
pgc3306177       1.00605      -56.0314
pgc3306623       1.88325      -56.3334
pgc3306710       2.04855      -56.4737
pgc3306772       2.19405      -5.04240
pgc3306787       2.23680      -8.21123
pgc3306877       2.38635      -56.3087
pgc3307137       3.72960      -49.8300
pgc3307657       5.83680      -62.8179
pgc3307764       6.17700      -16.5998
pgc3307762       6.17190      -16.4116
pgc3307967       6.80190      -1.60398
pgc3308337       8.00220      -45.1729
pgc3308375       8.45790      -45.4016
pgc3308452       9.44490      -45.2923
pgc3308798       16.1970      -7.31504
pgc3308833       16.3761      -6.99778
pgc3308861       16.4388      -47.3880
pgc3308905       16.7299      -13.9785
pgc3308976       16.9791      -6.94540
pgc3309398       18.2073      -60.8374
pgc3309450       18.7112      -8.61640
pgc3309476       18.6933      -55.6603
pgc3309554       18.9267      -61.0147
pgc3309606       19.2279      -9.54456
pgc3309843       19.8211      -40.4918
pgc3309882       20.0067      -9.56513
pgc3309937       20.1336      -39.5098
pgc3310064       20.5072      -40.6310
pgc3310090       20.6779      -8.60625
pgc3310282       21.3150      -48.0357
pgc3310323       21.4466      -48.2907
pgc3310386       21.7160      -20.2481
pgc3310478       22.0101      -46.7485
pgc3310736       24.4865      -42.6316
pgc3310843       25.8537      -18.4654
pgc3311049       30.5406      -50.8228
pgc3311874       37.6821      -54.7957
pgc3311916       38.4432      -47.0101
pgc3311954       38.8050      -46.1368
pgc3311988       38.9769      -46.8282
pgc3312024       39.0872      -54.4079
pgc3312132       39.7557      -47.8612
pgc3312183       40.0243      -46.5719
pgc3312331       40.8180      -61.7424
pgc3312375       41.0998      -56.8918
pgc3312521       41.6554      -61.9126
pgc3312581       42.0948      -41.3776
pgc3312868       43.2594      -41.2086
pgc3312971       44.0420      -51.0837
pgc3313458       55.7322      -46.1183
pgc3313723       57.6171      -58.2240
pgc3313783       58.2084      -48.7596
pgc3313894       58.9562      -49.5191
pgc3313999       59.4380      -48.9311
pgc3314259       60.5870      -58.6688
pgc3314671       62.6211      -42.5650
pgc3314679       62.6976      -32.8168
pgc3314720       62.8425      -23.2055
pgc3314862       63.0236      -32.6448
pgc3314983       63.2592      -23.8175
pgc3314987       63.2153      -32.7363
pgc3315027       63.2645      -32.9376
pgc3315439       63.9977      -22.3908
pgc3315626       66.3568      -56.7404
pgc3315643       66.6631      -56.8956
pgc3315696       67.3257      -56.0575
pgc3315932       68.4483      -55.7535
pgc3316063       69.2565      -29.9333
pgc3316076       69.3327      -29.5725
pgc3316145       69.4575      -56.1156
pgc3316147       69.4599      -56.2964
pgc3316334       71.9964      -47.7215
pgc3316364       72.5097      -47.4772
pgc3316368       72.5536      -48.3598
pgc3316612       78.8329      -31.4292
pgc3316749       79.9594      -32.1395
pgc3317165       311.127      -59.0673
pgc119256       212.975      -2.57130
pgc3317331       316.126      -46.0610
pgc3317366       316.537      -46.0479
pgc3317446       316.790      -34.5631
pgc3317506       316.908      -34.9390
pgc3317902       317.699      -41.9656
pgc3317929       317.719      -34.0306
pgc3318052       318.018      -49.4628
pgc3318085       317.999      -33.4186
pgc3318377       318.852      -49.8282
pgc3318526       319.484      -18.8891
pgc3318528       319.492      -18.8360
pgc3318787       322.671      -60.9365
pgc3318806       322.742      -50.5785
pgc3319046       323.741      -60.2279
pgc3319128       323.670      -16.0327
pgc3319280       324.254      -61.3301
pgc3319361       324.396      -60.4319
pgc3319433       324.317      -15.8715
pgc3319496       324.427      -16.0331
pgc3319506       324.592      -50.4809
pgc3319638       325.105      -69.4795
pgc3319785       325.026      -16.1234
pgc3319932       325.947      -61.5430
pgc3320086       327.017      -16.7177
pgc3320522       329.176      -46.8842
pgc3320677       329.875      -47.3810
pgc3320945       330.796      -17.7598
pgc3320980       331.023      -46.6667
pgc3321467       333.927      -42.7608
pgc3321593       336.190      -54.7207
pgc3321617       336.245      -39.7945
pgc3321680       336.544      -39.8265
pgc3321721       336.834      -52.9484
pgc3321954       337.699      -46.1570
pgc3322098       338.425      -45.9957
pgc3322151       338.830      -46.5243
pgc3322285       339.856      -71.4933
pgc3322734       342.820      -17.2459
pgc3322874       343.361      -17.8226
pgc3323079       344.080      -17.0675
pgc3323092       344.125      -18.3058
pgc3323244       344.969      -54.7766
pgc3323436       346.164      -12.0179
pgc3323485       346.470      -62.4928
pgc3323618       346.822      -60.7541
pgc3323644       346.798      -13.5668
pgc3323657       346.805      0.117600
pgc3323633       346.764      -11.9045
pgc3324086       348.138      -61.1490
pgc3324210       350.388      -12.0440
pgc3324634       353.913      -40.2845
pgc3324739       355.086      -54.8652
pgc3324822       355.964      -54.2071
pgc3324911       357.023      -53.7924
pgc3325227       359.883      -56.4883
pgc3326192       147.460      0.611810
pgc115914       181.288      -6.52472
pgc115756       176.704      -11.7686
pgc3337180       41.6265     -0.242050
pgc3337181       41.6454     -0.250150
pgc3342069       38.8913      -9.36319
pgc3348697       190.837       1.98132
pgc3348874       190.713       2.68283
pgc3348881       191.275       3.06123
pgc3349063       193.368       2.17323
pgc3350551       201.589       2.09955
pgc3350778       225.138       2.23036
pgc3350810       226.366       2.10516
pgc3353490       154.221       58.3945
pgc3355935       145.558       4.67581
pgc3359530       215.271       3.27105
pgc3361475       184.668       65.8928
pgc3361813       193.967       63.6109
pgc101469       130.743       62.7079
pgc101479       194.805       34.9364
pgc101516       217.933       31.6903
pgc100123       162.237      -51.9586
pgc100096       162.058      -53.3016
pgc100060       145.432      -60.7987
pgc100070       153.500      -51.7609
pgc100071       153.931      -67.9240
pgc100031       156.543      -39.9430
pgc100033       177.907      -28.7914
pgc100042       130.865      -56.2080
pgc100050       133.739      -58.9191
pgc98158       201.809      -31.7341
pgc97266       346.729       50.7806
pgc97271       339.180       65.5308
pgc97239       310.562       65.8174
pgc97240       310.457       55.5599
pgc97250       338.822       51.3309
pgc97256       322.598       64.9853
pgc97214       111.941       12.9467
pgc97136       89.2392       11.8251
pgc97146       90.6477       22.0312
pgc97055       69.9555       36.8342
pgc96553       219.028      -54.4145
pgc96569       233.922      -71.7896
pgc96512       173.696      -59.2293
pgc96472       153.168      -64.0315
pgc96492       164.239      -50.0008
pgc96428       134.898      -25.3606
pgc96431       135.578      -55.9493
pgc93995       325.163      -22.4892
pgc93576       284.375      -62.7694
pgc93120       194.751       34.8454
pgc92492       256.089      -27.1912
pgc92243       130.653      -55.3933
pgc3381188       140.528       50.9724
pgc92265       145.493      -34.4895
pgc3381234       141.071       51.6587
pgc91742       338.280       72.4790
pgc90718       68.8413      -8.93873
pgc90358       304.880      -5.32301
pgc3384274       188.636       63.5308
pgc90333       294.291       9.58513
pgc90302       276.160       1.81883
pgc90131       162.042      -65.3245
pgc90106       141.155      -67.2330
pgc89942       49.1833       65.0286
pgc89680       183.707       17.7189
pgc87425       136.390       37.5634
pgc87158       40.8618       16.6627
pgc86269       71.0376       28.2167
pgc86270       72.7859       33.9528
pgc86287       95.6097       4.52322
pgc86290       279.101       10.3130
pgc86077       116.090      -26.0468
pgc86078       116.418      -26.4791
pgc86093       117.515      -27.5366
pgc86040       110.632      -29.4238
pgc86052       113.244      -31.1883
pgc86060       114.673      -31.1952
pgc86064       115.132      -26.3077
pgc86003       103.089      -27.3599
pgc85984       120.103      -12.1793
pgc85922       93.3532     -0.760190
pgc85276       340.273       15.8235
pgc85258       339.211       14.5155
pgc3391327       138.083       44.9612
pgc3392102       170.470       3.40583
pgc84870       259.061       60.4122
pgc3394998       189.640       4.30788
pgc83933       199.538      -16.9710
pgc3395363       192.425       5.48949
pgc83842       198.708      -16.9736
pgc83856       198.803      -16.4991
pgc83332       161.597      -30.3556
pgc83348       162.270       12.4074
pgc83101       157.521      -35.3421
pgc83123       157.596      -35.1726
pgc83001       157.067      -35.5339
pgc83030       157.221      -35.3183
pgc83049       157.305      -35.4875
pgc82546       147.587       33.5840
pgc82565       149.868      -64.7325
pgc80172       122.596      -22.3152
pgc79394       120.302      -27.1885
pgc79154       119.427      -26.7730
pgc3401153       178.468       51.4938
pgc78886       118.492      -39.8257
pgc78533       117.312      -5.93694
pgc77897       114.848      -32.3559
pgc3403679       151.280       53.7856
pgc76189       103.232      -27.9992
pgc76036       101.684      -26.2723
pgc75619       94.5293       1.61328
pgc75555       93.0592      -38.7731
pgc3405744       217.748      -1.89047
pgc73553       15.8409      -35.8807
pgc73146       359.802      -54.7009
pgc72872       358.862      -6.23738
pgc72544       357.465      -12.4672
pgc72558       357.531      -47.1909
pgc72181       355.686       27.8489
pgc3411567       181.402       50.5348
pgc3411570       181.379       50.5288
pgc3411572       181.381       50.5460
pgc3411581       181.407       50.5512
pgc72039       354.880      -52.0480
pgc72011       354.772       7.81406
pgc71955       354.486      -26.2681
pgc71877       354.086      -17.2699
pgc71761       353.501      -11.7828
pgc71692       353.060       2.40933
pgc71493       351.921       23.5890
pgc71509       352.005      -2.16442
pgc71172       350.316      -58.0827
pgc71091       349.979       8.56053
pgc71110       350.053       7.93222
pgc70986       349.506      -4.65034
pgc70998       349.568       6.82547
pgc70858       348.936       6.91087
pgc70813       348.737      -61.4675
pgc70502       346.735       5.96158
pgc70232       345.066      -8.17875
pgc70243       345.155       12.7823
pgc69755       342.115       15.9164
pgc69700       341.709      -65.2739
pgc69696       341.664      -64.8984
pgc69658       341.408       73.1620
pgc3416328       218.199       49.4643
pgc69472       340.227       75.1647
pgc69333       339.311      -9.87517
pgc69207       338.686       50.1655
pgc69111       338.204      -47.1484
pgc68957       337.218      -31.0582
pgc68794       336.184      -38.5714
pgc3423333       42.7720      -7.04168
pgc68645       335.462       42.9512
pgc68124       332.124      -64.7060
pgc68134       332.215       44.5399
pgc3436187       143.206       47.4230
pgc68121       332.114       48.4408
pgc3440445       170.826     -0.922530
pgc3440465       235.578      0.477280
pgc3440475       180.096      -1.09774
pgc3440565       226.780       1.54433
pgc3440583       153.559       3.46513
pgc3440592       216.795       5.13711
pgc3440597       227.387       3.05071
pgc67832       330.216       51.5721
pgc3440685       180.356       61.8944
pgc3440686       180.368       61.8962
pgc3440701       229.179       55.4130
pgc3440733       187.917       3.94217
pgc3440735       191.946       4.33323
pgc3440748       208.907       4.98339
pgc3440763       179.825       52.7095
pgc3440787       216.178      -3.20941
pgc3440807       181.562       58.9729
pgc3440815       193.687       58.7786
pgc3440847       218.110       49.9070
pgc67684       329.179      -21.2094
pgc3440979       220.693     -0.348720
pgc3441008       180.293      -1.29616
pgc3441035       193.992      -1.34932
pgc3441053       261.815       60.0106
pgc3441198       147.476      0.616650
pgc67550       328.149       28.3063
pgc67255       325.975       46.6180
pgc67265       326.056       46.6214
pgc67288       326.253      -25.0306
pgc67168       325.330      -63.9087
pgc67073       324.531      -42.7612
pgc67042       324.098      -64.4257
pgc66806       322.025       8.62580
pgc66620       320.346      -63.5400
pgc66336       318.067       45.5210
pgc3442948       115.719       22.2991
pgc66199       317.235       44.8546
pgc66225       317.404       66.1700
pgc65938       315.487      -72.9884
pgc65702       313.720       65.1591
pgc65469       312.423       63.9046
pgc65381       311.864       64.4793
pgc65189       310.306       63.5107
pgc65211       310.425       55.6981
pgc64734       306.973       13.5166
pgc64718       306.891      -55.0903
pgc64540       305.474       52.4089
pgc64435       304.383      -48.0227
pgc64454       304.631       62.6912
pgc64411       304.221      -47.3274
pgc64430       304.335      -44.5153
pgc64187       302.429       72.2716
pgc63880       299.442       52.8798
pgc63844       299.165      -56.9348
pgc63810       298.744       5.87144
pgc63667       296.781       59.9071
pgc63674       296.989       59.8926
pgc63704       297.337       7.16040
pgc63630       296.395       5.56502
pgc63655       296.672       59.7004
pgc63566       295.858      -1.17556
pgc63513       295.184      -61.2713
pgc63443       294.483      -51.9914
pgc63456       294.619      -51.7872
pgc63224       291.851      -55.2453
pgc63165       290.958       34.7950
pgc63039       289.578      -53.4788
pgc63058       289.787      -53.4140
pgc63068       289.906      -56.5743
pgc62880       287.941      -57.1345
pgc62895       288.077      -56.2694
pgc62897       288.088      -57.2021
pgc62651       284.902       19.4274
pgc62566       283.859      -57.7286
pgc62595       284.213       36.6239
pgc62553       283.626       33.8166
pgc62522       283.138       33.8294
pgc62281       280.563       24.8976
pgc62235       280.134       28.6069
pgc62252       280.300       70.5483
pgc62163       279.473      -57.6110
pgc62123       279.174       10.4388
pgc62144       279.342       59.6430
pgc62075       278.702       74.0618
pgc61855       276.316       20.9130
pgc61812       275.776      -77.7214
pgc61713       274.640       13.2650
pgc61658       273.993       13.7853
pgc61685       274.329       12.9462
pgc61611       273.498       13.2758
pgc61534       272.952       12.0886
pgc61437       272.038       69.5023
pgc61353       271.065       7.04084
pgc61359       271.094       7.28036
pgc61230       269.856       6.28699
pgc61058       268.403       58.3501
pgc60889       267.090       58.4949
pgc60771       266.036       40.8673
pgc60661       265.004      -59.5917
pgc60554       264.055      -58.2537
pgc60512       263.635       58.2301
pgc60343       262.006       57.5219
pgc60316       261.790       60.0283
pgc60220       261.034       58.9951
pgc60161       260.663      -59.5073
pgc3454983       137.581       7.02812
pgc59662       256.989       60.9901
pgc3455642       138.526       40.1200
pgc3455836       138.824       48.6663
pgc59498       255.764       61.0439
pgc59192       253.264       57.3499
pgc59111       252.761      -60.8088
pgc3457735       141.569       48.3933
pgc58551       248.836       17.7653
pgc58516       248.537      -84.1428
pgc58458       248.028       58.4389
pgc58471       248.142       67.7468
pgc57919       245.426       55.0858
pgc57928       245.478      -60.6691
pgc57554       243.489      -60.9400
pgc57544       243.438      -63.4082
pgc57546       243.442      -61.0082
pgc57399       242.751      -32.3458
pgc57335       242.460      -60.1909
pgc57291       242.270      -31.7586
pgc56821       240.698       19.7874
pgc3463358       152.028       51.8479
pgc56622       239.988       69.9961
pgc3464554       154.703       45.3603
pgc3464711       154.943       45.5179
pgc3464722       154.962       45.5358
pgc3464746       154.994       45.5616
pgc55929       236.217       36.4793
pgc55529       233.904       56.4617
pgc55286       232.771       55.7380
pgc3467564       159.807       53.5081
pgc3467760       160.271       6.41493
pgc54577       229.355       56.6635
pgc3468612       162.820       5.85545
pgc54437       228.787      -22.8045
pgc54154       227.670       55.3503
pgc54064       227.167       52.4538
pgc54041       227.028       52.3244
pgc3469624       165.321       6.07275
pgc53875       226.397      -72.4329
pgc53529       224.740      -42.1316
pgc53410       224.129       59.5946
pgc3471087       168.537       48.3176
pgc53335       223.816       48.3656
pgc53245       223.464       3.48472
pgc3471602       170.247       53.1905
pgc3471619       170.292       53.1643
pgc3472036       171.367       57.7130
pgc52903       222.246       33.1931
pgc3472517       172.394       10.8099
pgc52413       220.064      -6.19617
pgc52161       218.900      -45.9668
pgc51015       214.247      -44.9773
pgc50968       214.019      -52.6087
pgc50701       213.003      -46.0887
pgc4618310       260.600      -14.8408
pgc50614       212.655      -65.5825
pgc50528       212.382      -47.4888
pgc3477999       186.705       9.57430
pgc50467       212.146      -49.2340
pgc3479090       189.376       9.54369
pgc3479337       189.966       10.1784
pgc3479350       189.991       10.1725
pgc49983       210.504      -38.0035
pgc49929       210.390      -33.0922
pgc49750       209.665      -43.9637
pgc49634       209.298       50.4358
pgc3480274       193.947       4.31168
pgc49476       208.771       32.9032
pgc3480567       195.023       4.36716
pgc49424       208.601      -48.5126
pgc49429       208.618       36.2190
pgc49399       208.526       5.35629
pgc3480956       197.147       54.0718
pgc49262       208.064      -49.2399
pgc49242       208.029      -48.1705
pgc49164       207.737      -49.0553
pgc49071       207.444      -48.7524
pgc48946       207.029       36.1307
pgc48972       207.093      -42.3538
pgc48819       206.611      -69.7080
pgc48822       206.617       21.1661
pgc48748       206.279      -28.6511
pgc3483348       206.592       43.8733
pgc48100       204.318      -76.2435
pgc48106       204.328      -49.7489
pgc3483993       208.711       41.3148
pgc47721       203.308      -16.1213
pgc47092       201.724      -48.1622
pgc3485613       213.461       57.7771
pgc46512       200.032      -37.1903
pgc46436       199.823      -15.1570
pgc46383       199.672      -19.0799
pgc46417       199.758      -47.0341
pgc46353       199.609      -77.5904
pgc46357       199.607      -35.3526
pgc46320       199.507      -36.9502
pgc46277       199.295      -16.2294
pgc46092       198.781       34.3288
pgc45942       198.345      -36.6878
pgc45971       198.428      -40.0407
pgc45532       197.075      -14.5380
pgc45355       196.555      -30.1605
pgc45345       196.535      -31.7197
pgc45351       196.546      -29.7271
pgc45272       196.346      -30.1026
pgc45202       196.145      -42.0267
pgc45057       195.755       7.85221
pgc45001       195.598      -49.4734
pgc45011       195.636      -41.3252
pgc44980       195.548       6.50841
pgc44911       195.401      -30.0658
pgc44827       195.213      -40.4258
pgc44614       194.904      -29.2583
pgc44370       194.458       29.6542
pgc44180       194.180      -50.3467
pgc44026       193.841      -49.5494
pgc43801       193.378      -22.7944
pgc43744       193.256      -39.8354
pgc43593       192.950      -40.9936
pgc43383       192.426      -40.6853
pgc43386       192.414       12.6250
pgc43309       192.243       10.5864
pgc43257       192.103      -40.5446
pgc43172       191.882      -41.2622
pgc43010       191.402       71.3187
pgc42902       191.107       3.52517
pgc42806       190.860      -42.9361
pgc42762       190.775       24.4511
pgc42730       190.704      -12.3907
pgc42182       189.468      -42.6770
pgc41853       188.705       17.8142
pgc41607       188.178       15.9099
pgc41544       188.040       15.3011
pgc41432       187.831       12.7380
pgc41464       187.902       36.0075
pgc41338       187.666       15.1298
pgc40870       186.870      -38.9372
pgc40855       186.862      -8.32567
pgc40735       186.683      -39.1342
pgc40533       186.392      -45.2632
pgc40486       186.315      -39.0949
pgc40298       185.990       12.8871
pgc40171       185.757       15.9056
pgc40227       185.867      -39.1481
pgc40093       185.649       24.0855
pgc40002       185.473       15.6461
pgc39748       184.998      -17.3919
pgc39730       184.972       1.77342
pgc39681       184.870       17.2304
pgc39567       184.674       17.7187
pgc39123       183.698       64.4586
pgc38959       183.233       53.4604
pgc38923       183.123      -17.5838
pgc38837       182.910       16.4788
pgc38842       182.936       19.4906
pgc38637       182.370       26.2263
pgc38507       181.970       43.1111
pgc38358       181.497      -27.0155
pgc38232       181.232       21.4259
pgc38035       180.682       45.1911
pgc37725       179.737       44.1928
pgc37660       179.533      -17.8934
pgc37671       179.599      -19.5175
pgc37450       178.890      -16.4305
pgc37346       178.574       32.8611
pgc37293       178.426       32.7714
pgc37128       177.930       59.8359
pgc36987       177.536      -49.6181
pgc36895       177.229      -4.68188
pgc36868       177.149       43.7217
pgc36751       176.757       57.0925
pgc36612       176.356      -10.0628
pgc36254       175.281       32.4270
pgc36146       174.871       60.5461
pgc35873       174.011       32.3857
pgc35788       173.723      -27.4072
pgc35680       173.355       34.0722
pgc35503       172.781       35.5896
pgc35508       172.790       36.6007
pgc35439       172.530       58.4377
pgc35237       171.842       40.0131
pgc35123       171.377       63.4463
pgc34951       170.757       38.5200
pgc3505851       136.812       38.9512
pgc3505903       150.026       45.5193
pgc3505990       167.008       53.6173
pgc3506034       176.362       9.16373
pgc3506038       176.898       55.9650
pgc3506053       179.121       55.1268
pgc3506109       192.492       5.31515
pgc3506149       200.355       57.6973
pgc3506204       209.971       54.7865
pgc3506231       216.650       51.5864
pgc34493       169.409       17.8181
pgc3506269       223.661       42.0229
pgc3506320       236.191       46.0819
pgc3506321       236.627       45.9989
pgc34421       169.220      -26.1319
pgc3506488       140.450       40.1489
pgc3506489       141.064       49.2520
pgc34262       168.663      -33.9067
pgc34215       168.506      -29.9538
pgc34217       168.510      -26.3658
pgc34222       168.526       6.57721
pgc34098       168.131      -36.8268
pgc3515734       173.350       55.0710
pgc33898       167.578      -69.2420
pgc33801       167.301       61.3964
pgc32455       162.529       16.2978
pgc33268       165.447      -47.7386
pgc33277       165.464       75.2014
pgc33034       164.679      -50.3248
pgc32902       164.213       77.7164
pgc32877       164.087      -50.5602
pgc32271       162.018      -31.5332
pgc32121       161.485       77.1022
pgc32049       161.152       21.6662
pgc3517701       154.548       41.4136
pgc31916       160.659       77.4949
pgc3518460       188.966       27.9325
pgc31798       160.225      -48.4274
pgc31781       160.161      -46.3167
pgc31787       160.184      -47.1869
pgc31744       160.046      -47.1075
pgc3519032       18.2019      0.987060
pgc3519035       18.2319      0.991850
pgc3519047       18.8909     -0.858640
pgc3519071       20.5491      0.951750
pgc31680       159.821      -28.7136
pgc31659       159.730      -26.6400
pgc3519338       41.6379     -0.245120
pgc31565       159.391      -41.4653
pgc31437       159.089      -26.7731
pgc31364       158.879      -6.18408
pgc31317       158.712      -28.5126
pgc31265       158.552      -73.2401
pgc31218       158.400      -27.0228
pgc31173       158.248      -34.8861
pgc31115       158.043       28.4831
pgc31053       157.851      -35.2204
pgc30966       157.564      -44.3079
pgc30873       157.274      -43.8490
pgc30876       157.276      -44.1593
pgc30878       157.296      -35.6883
pgc30773       156.923       24.2717
pgc30775       156.937      -40.4351
pgc30626       156.466      -43.7482
pgc30585       156.324       17.1392
pgc3522025       120.481       50.7441
pgc30460       155.933      -51.5329
pgc30404       155.748      -42.8276
pgc30285       155.325      -39.7991
pgc30231       155.118      -39.3526
pgc30043       154.305      -21.0667
pgc29984       154.037       65.9169
pgc29990       154.065       41.1664
pgc3523421       125.653       7.46436
pgc29901       153.698      -39.8064
pgc29904       153.701      -43.5302
pgc3523847       126.817     0.0556900
pgc29644       152.717      -66.6473
pgc3524521       128.833       28.4794
pgc29380       151.673      -41.1181
pgc3525327       131.037       30.1220
pgc29089       150.661      -45.4982
pgc29021       150.380      -19.5394
pgc28877       149.868      -67.3040
pgc28902       149.963      -40.0776
pgc28848       149.795       69.2581
pgc28715       149.186      -31.8667
pgc28328       147.650       64.4881
pgc28054       146.645       42.1920
pgc28070       146.697       72.4506
pgc28075       146.703      -34.5389
pgc28028       146.577      -29.1318
pgc27873       146.027      -21.2860
pgc27809       145.820      -19.8721
pgc27697       145.473       64.0647
pgc3528712       138.039       35.5268
pgc27476       144.621      -61.8294
