| objname   | ra     | dec    |
| char      | double | double |
pgc4570234       188.927       26.7526
pgc4570237       194.468       33.1817
pgc4570238       120.208       12.3139
pgc4570240       142.251       21.6280
pgc4570241       131.069       2.82293
pgc4570243       120.555       11.5277
pgc4570245       192.881       63.4912
pgc4570246       153.380       22.7311
pgc4570247       158.582       22.9486
pgc4570249       134.706       14.1524
pgc4570250       193.451       43.5796
pgc4570253       178.417       23.6710
pgc4570255       224.009       38.7896
pgc4570256       166.240       16.5028
pgc4570259       184.040       40.5968
pgc4570262       255.088       20.5899
pgc4570264       140.996       39.0366
pgc4570265       216.227       43.8650
pgc4570266       19.7461       13.4304
pgc4570268       179.025      -3.45966
pgc4570269       224.653       2.59454
pgc4570270       260.558       57.2627
pgc4570271       255.055       61.9829
pgc4570273       258.933       60.6954
pgc4570274       320.980      -6.30266
pgc4570276       348.325       14.7178
pgc4570278       118.609       45.1060
pgc4570280       223.264       60.9156
pgc4570281       309.605     -0.655140
pgc4570282       311.477     -0.974590
pgc4570283       310.198     -0.460140
pgc4570284       328.469      -8.23108
pgc4570286       342.333      -8.50692
pgc4570288       331.296      -8.55523
pgc4570289       324.372       11.0132
pgc4570290       323.124       10.7834
pgc4570291       328.108      -7.04256
pgc4570294       17.5616      -10.3908
pgc4570295       247.872       37.6703
pgc4570296       254.420       30.7926
pgc4570297       169.297       62.9647
pgc4570298       168.672       1.93504
pgc4570300       119.770       34.8824
pgc4570302       244.394       27.1028
pgc4570303       240.378       29.8758
pgc4570305       218.604      -1.72710
pgc4570306       252.267       21.7329
pgc4570307       251.242       37.9844
pgc4570308       153.592       4.19378
pgc4570309       336.581       12.0520
pgc4570310       318.087       11.3570
pgc4570311       325.800       12.7135
pgc4570312       324.350      -1.22139
pgc4570313       216.057       5.80383
pgc4570314       319.605     -0.149300
pgc4570316       330.569     -0.872230
pgc4570317       161.938       10.4826
pgc4570319       120.429       34.1618
pgc4570320       187.518       58.7223
pgc4570322       135.160       44.0474
pgc4570324       183.127       52.2771
pgc4570325       123.042       4.12292
pgc4570326       125.613       4.38409
pgc4570327       231.693       38.0355
pgc4570328       168.495       41.4838
pgc4570329       208.927       49.3531
pgc4570330       254.834       23.9888
pgc4570331       247.805       31.7498
pgc4570332       252.526       27.4175
pgc4570334       208.650       37.0077
pgc4570335       237.942       39.7940
pgc4570337       225.000       8.28201
pgc4570338       244.645       7.27560
pgc4570340       141.085       7.90668
pgc4570342       170.706       10.0014
pgc4570345       118.766       51.7603
pgc4570348       124.936       26.8671
pgc4570352       180.695       13.9636
pgc4570353       184.792       29.1951
pgc4570354       189.665       14.5018
pgc4570357       129.074       25.9227
pgc4570363       142.067       58.9122
pgc4570377       198.848      -3.44809
pgc4570381       11.2364       14.9341
pgc4570386       207.371       66.4186
pgc4570391       231.262       54.9267
pgc4570392       182.409       1.99102
pgc4570393       200.047       2.35398
pgc4570398       353.527       14.6085
pgc4570399       328.984       13.3400
pgc4570400      0.969900       16.0594
pgc4570401       28.9142      -10.0956
pgc4570404       164.506       2.31720
pgc4570406       241.653       7.82322
pgc4570407       237.944       31.4316
pgc4570408       318.937       11.1000
pgc4570409       324.429       11.5740
pgc4570411       322.257      0.399990
pgc4570414       138.201       45.6081
pgc4570416       159.028       55.8456
pgc4570417       117.401       24.8063
pgc4570418       144.184       43.1419
pgc4570419       203.792       50.6502
pgc4570420       209.701       46.6177
pgc4570421       172.312       58.7547
pgc4570422       133.039       3.86121
pgc4570423       224.640       48.9410
pgc4570428       158.300       30.7165
pgc4570433       238.081       4.98574
pgc4570434       196.386       50.9471
pgc4570436       247.247       19.2231
pgc4570437       119.062       21.9197
pgc4570441       246.108       14.0810
pgc4570454       320.097       10.5401
pgc4570460       132.076       28.7907
pgc4570462       205.342       52.8402
pgc4570467       234.070       42.6084
pgc4570479       134.255       9.73195
pgc4570480       204.298       36.4928
pgc4570481       188.988       47.6849
pgc4570489       194.176       48.3490
pgc4570490       195.097       48.2079
pgc4570491       237.824       42.0676
pgc4570494       198.363       36.6021
pgc4570497       143.601     -0.167550
pgc4570498       167.173       37.3018
pgc4570499       167.864       37.4269
pgc4570502       141.391      0.395430
pgc4570503       144.896      0.393750
pgc4570507       144.411      0.753180
pgc4570514       167.651       32.7368
pgc4570516       166.107       32.9373
pgc4570524       244.767       6.52112
pgc4570531       212.134       6.63920
pgc4570534       212.137       7.00074
pgc4570535       216.582       6.64728
pgc4570542       249.236       31.7803
pgc4570545       203.445       8.86045
pgc4570554       213.991       8.08423
pgc4570556       226.752       48.1936
pgc4570566       210.409       8.73282
pgc4570572       215.020       8.32316
pgc4570596       245.217       37.5407
pgc4570606       219.876       8.32351
pgc4570617       235.553       6.42801
pgc4570618       233.753       46.1575
pgc4570622       213.483       31.5924
pgc4570667       240.880       21.8343
pgc4570678       221.806       53.1383
pgc4570690       194.096       14.4139
pgc4570704       201.520       13.3247
pgc4570708       207.713       12.8207
pgc4570740       138.840       36.7735
pgc4570746       134.141       34.6209
pgc4570755       154.998       43.5548
pgc4570756       243.290       8.52166
pgc4570758       133.181       34.5693
pgc4570766       145.375       40.6911
pgc4570779       240.917       21.0472
pgc4570785       129.363       21.5788
pgc4570786       139.845       6.98193
pgc4570807       157.357       7.82763
pgc4570810       146.664       7.25502
pgc4570833       120.634       17.5236
pgc4570835       123.811       19.2083
pgc4570849       243.570       20.6908
pgc4570851       244.941       19.8904
pgc4570852       178.479       35.7033
pgc4570853       112.407       39.6953
pgc4570854       114.976       43.4464
pgc4570858       119.889       49.3555
pgc4570859       119.775       49.2068
pgc4570862       120.416       50.0052
pgc4570869       112.480       40.7130
pgc4570876       115.214       44.8404
pgc4570906       201.277       30.8510
pgc4570908       169.736       10.8089
pgc4570910       175.365       10.9674
pgc4570913       121.271       50.4211
pgc4570915       140.316       8.11796
pgc4570919       113.123       41.3154
pgc4570920       121.789       5.42975
pgc4570934       132.008       8.23092
pgc4570942       111.909       42.3829
pgc4570958       112.620       44.6925
pgc4570963       144.426       36.4889
pgc4570965       147.048       37.5486
pgc4570966       116.512       50.0353
pgc4570972       182.206       33.0988
pgc4570990       113.370       45.2324
pgc4571007       120.454       54.6530
pgc4571011       121.643       56.0263
pgc4571013       113.878       47.7720
pgc4571015       117.176       52.0457
pgc4571021       119.880       54.8287
pgc4571030       120.041       23.4825
pgc4571052       126.251       24.1077
pgc4571054       140.644       9.92709
pgc4571060       150.890       11.4965
pgc4571068       132.503       31.6478
pgc4571069       248.698       15.4087
pgc4571073       140.596       10.3310
pgc4571074       140.582       9.94186
pgc4571079       238.596       21.1983
pgc4571086       140.416       10.3254
pgc4571088       140.528       10.2395
pgc4571089       140.523       10.7043
pgc4571094       126.385       5.95786
pgc4571095       147.681       12.0059
pgc4571096       131.484       6.90880
pgc4571100       138.188       8.10086
pgc4571105       219.376       24.8707
pgc4571112       125.846       6.32805
pgc4571114       140.335       10.7261
pgc4571116       140.309       10.7377
pgc4571117       140.322       10.6721
pgc4571121       132.189       7.47137
pgc4571126       139.206       8.76702
pgc4571128       151.577       12.9319
pgc4571131       143.416       9.23887
pgc4571133       159.451       13.9919
pgc4571136       123.165       6.21188
pgc4571138       131.832       7.99031
pgc4571143       140.383       11.4658
pgc4571158       236.739       19.4535
pgc4571159       159.700       14.3462
pgc4571171       124.083       6.95232
pgc4571187       124.340       7.31240
pgc4571188       129.084       8.52192
pgc4571224       232.799       37.7672
pgc4571241       228.748       40.3990
pgc4571253       195.739       14.7142
pgc4571267       217.174       25.8058
pgc4571272       225.054       42.9121
pgc4571278       234.015       20.4218
pgc4571281       186.441       15.2863
pgc4571292       184.463       30.1194
pgc4571327       177.706       15.9814
pgc4571345       216.903       26.6080
pgc4571355       243.313       17.4085
pgc4571358       244.301       16.9300
pgc4571360       202.087       38.9944
pgc4571365       210.696       54.2474
pgc4571374       240.381       40.8705
pgc4571377       207.183       24.7574
pgc4571380       184.398       36.3716
pgc4571393       233.486       18.3669
pgc4571400       211.380       24.8178
pgc4571404       237.328       44.2398
pgc4571410       244.536       39.0575
pgc4571411       245.209       38.3840
pgc4571413       248.943       35.0744
pgc4571415       244.604       14.5716
pgc4571423       210.177       25.4748
pgc4571428       216.049       24.2531
pgc4571443       244.222       15.2797
pgc4571453       248.131       15.4512
pgc4571455       175.163       39.3754
pgc4571457       237.446       21.1213
pgc4571463       119.758       19.6562
pgc4571467       234.036       23.5858
pgc4571471       210.638       54.4250
pgc4571472       210.662       54.4837
pgc4571475       148.848       34.3674
pgc4571488       210.993       24.6688
pgc4571489       133.607       28.5838
pgc4571490       135.655       29.4070
pgc4571498       173.084       40.0264
pgc4571503       211.938       24.9967
pgc4571517       247.930       13.4425
pgc4571518       188.465       36.7840
pgc4571528       217.724       24.1660
pgc4571556       119.254       14.3966
pgc4571549       219.762       24.1188
pgc4571560       120.240       14.9073
pgc4571566       242.158       31.1018
pgc4571568       125.303       17.4890
pgc4571572       119.229       14.8663
pgc4571574       189.985       36.9579
pgc4571581       252.837       22.6883
pgc4571582       162.105       35.1413
pgc4571583       256.387       19.5868
pgc4571586       231.256       37.8944
pgc4571592       137.674       22.4865
pgc4571618       141.008       24.2251
pgc4571634       123.237       19.6125
pgc4571661       140.651       25.4235
pgc4571671       151.512       28.9226
pgc4571683       216.929       38.3407
pgc4571685       227.047       34.8528
pgc4571695       221.228       30.7793
pgc4571698       222.686       30.2101
pgc4571704       212.253       33.7979
pgc4571709       222.352       37.0652
pgc4571717       234.041       26.0005
pgc4571732       240.907       23.1991
pgc4571741       233.198       31.3804
pgc4571803       239.268       33.9276
pgc4571807       238.628       34.7392
pgc4571822       138.881       21.4915
pgc4571850       255.027       22.4149
pgc4571867       122.421       15.0967
pgc4571871       124.452       16.0470
pgc4571877       145.858       30.6360
pgc4571878       235.731       35.8804
pgc4571888       239.415       34.0105
pgc4571894       150.714       25.5476
pgc4571901       160.456       27.7625
pgc4571906       164.942       28.6109
pgc4571910       174.364       29.7554
pgc4571912       242.554       32.4610
pgc4571923       245.631       30.1712
pgc4571935       241.417       22.5068
pgc4571939       245.762       30.6275
pgc4571947       253.127       24.3272
pgc4571948       142.505       23.6489
pgc4571964       252.984       24.9926
pgc4571967       165.064       28.9457
pgc4571975       143.372       56.9849
pgc4571990       247.160       43.6228
pgc4572012       147.776       23.7044
pgc4572014       208.392       62.4720
pgc4572017       217.663       60.5187
pgc4572020       245.970       45.1635
pgc4572021       249.906       41.4443
pgc4572022       190.644       35.5579
pgc4572042       215.383       61.5513
pgc4572047       125.517       15.7022
pgc4572049       249.680       42.4305
pgc4572050       137.893       20.8347
pgc4572051       135.145       54.6788
pgc4572070       186.630       29.4451
pgc4572074       122.899       14.9422
pgc4572080       133.718       19.7656
pgc4572086       151.698       29.2055
pgc4572119       143.895       27.4597
pgc4572120       135.648       21.0553
pgc4572121       140.212       22.6873
pgc4572122       149.444       29.2271
pgc4572125       153.547       26.6277
pgc4572130       154.145       26.6539
pgc4572135       158.345       27.6803
pgc4572165       144.562       4.16221
pgc4572196       134.865       24.7281
pgc4572201       153.370       31.4512
pgc4572204       201.649       5.82436
pgc4572205       208.051       5.16171
pgc4572206       177.726       30.9216
pgc4572215       208.078       33.3894
pgc4572237       210.407       60.0254
pgc4572269       181.697       26.3132
pgc4572279       163.514       25.1443
pgc4572323       207.699       61.6140
pgc4572324       183.980       33.7110
pgc4572408       174.586       28.1103
pgc4572424       149.456       21.9748
pgc4572459       29.1881      -1.17235
pgc4572464       126.771       14.6762
pgc4572484       204.911       27.4564
pgc4572508       121.039       12.6471
pgc4572515       125.800       14.7661
pgc4572524       133.478       17.7523
pgc4572536       138.175       19.4824
pgc4572586       177.317       27.2849
pgc4572601       197.987       29.3735
pgc4572609       120.719       12.9832
pgc4572615       206.704       28.4194
pgc4572627       131.179       17.3489
pgc4572633       132.757       17.9612
pgc4572638       135.493       19.0980
pgc4572647       143.002       21.4613
pgc4572680       149.183       38.2472
pgc4572685       246.592       46.0108
pgc4572686       142.682       21.9136
pgc4572687       149.367       39.2659
pgc4572695       156.609       25.3950
pgc4572746       152.539       38.8486
pgc4572751       203.781       25.7987
pgc4572761       148.935       58.3780
pgc4572800       134.544       2.56200
pgc4572801       200.686       27.2761
pgc4572810       174.260       24.8696
pgc4572816       212.550       43.2876
pgc4572820       179.406       26.0303
pgc4572828       223.080       40.7376
pgc4572829       145.840       19.1859
pgc4572853       158.581       22.2768
pgc4572856       244.386       42.9252
pgc4572865       150.094       20.9654
pgc4572869       152.959       21.5770
pgc4572875       129.034       15.2938
pgc4572876       198.269       62.5332
pgc4572882       137.208       18.3061
pgc4572884       149.189       21.6538
pgc4572890       145.522       18.7829
pgc4572897       197.502       50.6517
pgc4572906       155.861       21.2189
pgc4572909       116.677       25.3414
pgc4572910       117.417       26.1077
pgc4572921       166.511       23.3612
pgc4572922       167.077       23.3038
pgc4572927       164.807       23.4291
pgc4572928       154.323       22.1610
pgc4572937       165.297       43.5790
pgc4572939       170.182       44.4094
pgc4572952       157.274       19.1026
pgc4572955       231.215       34.9387
pgc4572957       234.187       33.5573
pgc4572958       143.610       16.7736
pgc4572966       143.939       17.1641
pgc4572968       147.436       18.1686
pgc4572969       149.051       18.3993
pgc4572984       156.376       20.7729
pgc4572995       139.588       15.9661
pgc4572997       149.896       18.4101
pgc4573000       139.471       11.4812
pgc4573024       161.278       42.0701
pgc4573026       132.624       14.7007
pgc4573044       246.350       11.8785
pgc4573061       233.211       33.2952
pgc4573065       195.495       8.45056
pgc4573071       176.691       44.7664
pgc4573072       187.423       38.7486
pgc4573078       179.374       24.5427
pgc4573090       219.582       39.6345
pgc4573093       147.972       33.0036
pgc4573094       153.570       34.9208
pgc4573100       244.840       13.3246
pgc4573132       165.205       16.2877
pgc4573156       177.031       17.3596
pgc4573168       156.879       42.3263
pgc4573175       171.381       45.2435
pgc4573181       193.691       39.2658
pgc4573204       160.922       37.4992
pgc4573215       167.857       17.0588
pgc4573235       121.303       11.0838
pgc4573243       207.621       39.6564
pgc4573246       133.975       14.5538
pgc4573258       167.004       40.9645
pgc4573276       129.449       10.9389
pgc4573280       205.153       40.9765
pgc4573286       194.852       8.94281
pgc4573287       141.058       15.6102
pgc4573288       140.983       15.5959
pgc4573296       219.715       7.35120
pgc4573298       240.272       30.8649
pgc4573305       206.858       8.81630
pgc4573313       240.038       31.6903
pgc4573322       252.338       40.7760
pgc4573323       229.948       37.7623
pgc4573327       236.406       34.4937
pgc4573329       146.707       55.4280
pgc4573333       144.516       54.8463
pgc4573334       240.598       5.58845
pgc4573336       198.447       10.0530
pgc4573348       240.575       32.2541
pgc4573352       247.089       27.8633
pgc4573354       248.247       26.7752
pgc4573355       251.126       24.5127
pgc4573362       255.971       20.3879
pgc4573363       240.142       6.08431
pgc4573365       5.84325       15.8234
pgc4573368       219.226       9.00596
pgc4573370       224.761       8.47134
pgc4573372       238.099       6.71916
pgc4573379       162.921       4.99275
pgc4573380       162.908     -0.498920
pgc4573381       142.287       38.0238
pgc4573383       168.021       61.2312
pgc4573384       168.756      0.251480
pgc4573386       155.901       44.0332
pgc4573388       225.785       55.8573
pgc4573389       204.287      0.660660
pgc4573390       205.484      0.737110
pgc4573391       180.922       63.5972
pgc4573392       218.773       41.7376
pgc4573394       188.781      -1.01920
pgc4573396       136.149     -0.467560
pgc4573397       147.657     -0.547930
pgc4573398       357.038     -0.683770
pgc4573399       150.965      0.236850
pgc4573405       199.800       38.2577
pgc4573410       148.909       21.9925
pgc4573416       144.422       20.7052
pgc4573419       156.221       23.7371
pgc4573422       124.981       14.3254
pgc4573454       145.736       21.9854
pgc4573468       152.772       24.4050
pgc4573474       146.308       23.1677
pgc4573498       128.146       30.8185
pgc4573499       119.941       25.6685
pgc4573500       155.164     -0.436660
pgc4573501       219.552      0.278300
pgc4573502       223.775      0.377680
pgc4573503       244.341     -0.491920
pgc4573504       197.832      -1.07239
pgc4573505       236.576     -0.558230
pgc4573506       239.839     -0.525910
pgc4573507       241.501     -0.615980
pgc4573508       247.843    -0.0941900
pgc4573510       244.233      0.279690
pgc4573511       244.774      0.241090
pgc4573512       240.934     -0.170050
pgc4573513       245.949     -0.120690
pgc4573514       247.582    -0.0439700
pgc4573515       239.847      0.368570
pgc4573516       239.523      0.650830
pgc4573518       220.656       1.01367
pgc4573519       216.344     -0.737200
pgc4573520       26.5906       14.3299
pgc4573523       198.811      -3.45009
pgc4573525       190.671      -2.12214
pgc4573526       231.549     -0.259300
pgc4573527       192.705      -1.41881
pgc4573528       18.4045       14.0345
pgc4573529       196.355      -1.87140
pgc4573530       228.832      0.513120
pgc4573531       10.8540       15.7389
pgc4573532       143.441     -0.312920
pgc4573533       242.577      0.544330
pgc4573534       202.529      0.979260
pgc4573535       52.4968      -6.84795
pgc4573536       114.534       38.9771
pgc4573537       60.2820      -5.93904
pgc4573538       113.430       38.4354
pgc4573540       57.6233      -5.79912
pgc4573541       115.555       39.9399
pgc4573543       21.4244       15.4177
pgc4573544       12.3495       14.7417
pgc4573549       190.384      -3.01962
pgc4573550       183.861      -2.67837
pgc4573551       173.310      -3.47210
pgc4573552       177.397      -1.30659
pgc4573553       178.155      -1.36703
pgc4573554       225.253       2.19464
pgc4573555       228.424       2.60707
pgc4573556       154.889       1.52281
pgc4573557       189.649      -3.19800
pgc4573558       180.392      -2.80320
pgc4573559       200.296      -2.90993
pgc4573560       172.204      -2.34000
pgc4573561       186.879      -2.90069
pgc4573562       173.873      -1.94991
pgc4573563       184.978      -2.40326
pgc4573564       225.854       1.49046
pgc4573565       126.209     0.0604500
pgc4573566       184.135      -1.62217
pgc4573567       163.890       2.35165
pgc4573568       123.679       44.6885
pgc4573569       157.661       2.74732
pgc4573570       225.501       2.47911
pgc4573571       121.744       44.9208
pgc4573572       254.748       60.8038
pgc4573573       254.411       60.7107
pgc4573574       260.882       54.0531
pgc4573575       255.369       59.6004
pgc4573576       258.972       55.4190
pgc4573577       259.472       55.3186
pgc4573578       317.913      -6.98561
pgc4573581       321.373      -7.35104
pgc4573584       312.355      -5.78671
pgc4573585       256.683       61.3639
pgc4573586       132.131       54.4985
pgc4573589       118.519       41.3604
pgc4573590       258.422       61.5975
pgc4573592       318.385      -5.73323
pgc4573594       215.387       63.4560
pgc4573595       315.524      -6.02473
pgc4573596       136.855       58.3060
pgc4573597       320.936      -6.33141
pgc4573599       349.114       13.4427
pgc4573603       252.724       63.5583
pgc4573604       123.686       48.8494
pgc4573606       127.205       51.7606
pgc4573608       261.935       53.2062
pgc4573612       264.392       58.0196
pgc4573613       264.244       58.4808
pgc4573614       260.672       59.6576
pgc4573616       256.352       63.8319
pgc4573617       262.985       58.4584
pgc4573618       261.176       62.0015
pgc4573620       261.862       63.0798
pgc4573622       114.848       33.6415
pgc4573623       263.430       60.9798
pgc4573624       217.231       65.2206
pgc4573625       231.495       57.7170
pgc4573626       263.844       55.0190
pgc4573628       264.783       54.6738
pgc4573630       259.680       66.2176
pgc4573631       185.158       1.98169
pgc4573632       116.479       43.1142
pgc4573633       158.160       56.3766
pgc4573634       188.346       2.87481
pgc4573635       151.114       55.7276
pgc4573637       258.961       27.9790
pgc4573638       249.426       45.0891
pgc4573640       149.349       2.12636
pgc4573642       198.125       1.50028
pgc4573643       183.253       2.87203
pgc4573644       344.079       14.0670
pgc4573645       186.540       3.46109
pgc4573646       351.344       14.7209
pgc4573647       344.712       15.1298
pgc4573650       309.767     -0.670930
pgc4573651       311.204     -0.636700
pgc4573652       312.055     -0.736090
pgc4573653       312.383     -0.771580
pgc4573654       312.543     -0.808500
pgc4573655       313.022     -0.728730
pgc4573656       314.617     -0.733660
pgc4573657       315.083     -0.693990
pgc4573658       309.453     -0.347380
pgc4573659       309.711     -0.274470
pgc4573660       314.516     -0.298730
pgc4573662       310.358      0.115450
pgc4573663       310.215      0.141590
pgc4573664       311.166      0.169000
pgc4573665       314.090     0.0253300
pgc4573666       314.802     0.0242100
pgc4573667       311.734      0.149960
pgc4573668       312.536     0.0971700
pgc4573669       310.120      0.470960
pgc4573670       311.149      0.616160
pgc4573671       179.345       2.08782
pgc4573672       309.200      0.512220
pgc4573673       310.290      0.950480
pgc4573674       310.935      0.958150
pgc4573675       314.954       1.00668
pgc4573676       309.215      0.885610
pgc4573678       312.158     -0.854330
pgc4573679       312.513     -0.882500
pgc4573680       315.110      -1.00446
pgc4573681       315.698      -1.01522
pgc4573682       317.398     -0.948120
pgc4573683       316.616     -0.527390
pgc4573684       310.654     -0.124010
pgc4573685       312.337    -0.0878500
pgc4573686       313.130    -0.0658400
pgc4573687       314.015    -0.0443700
pgc4573689       311.006      0.213690
pgc4573690       311.587      0.302210
pgc4573691       310.790      0.360670
pgc4573692       312.197      0.333590
pgc4573693       311.955      0.397710
pgc4573694       312.427      0.233590
pgc4573695       313.586      0.291890
pgc4573696       310.019      0.830580
pgc4573697       309.719      0.746120
pgc4573698       315.388      0.728730
pgc4573699       309.438       1.13757
pgc4573700       310.280       1.05683
pgc4573701       310.281       1.10489
pgc4573702       310.647       1.15098
pgc4573704       312.634       1.05822
pgc4573705       315.039       1.09308
pgc4573706       136.360       2.17883
pgc4573707       12.2578     -0.586280
pgc4573708       234.759       2.93871
pgc4573711       310.431      -6.79932
pgc4573712       327.579      -6.74839
pgc4573714       309.110      -6.11816
pgc4573716       231.415       3.51106
pgc4573717       312.174      -5.68042
pgc4573719       45.4903      -8.01602
pgc4573720       358.091      -10.7029
pgc4573721       51.2920      -7.22087
pgc4573723       55.0015      -6.78704
pgc4573725       136.281       45.9376
pgc4573726       35.1420      -8.91595
pgc4573727       135.141       46.2948
pgc4573728       59.9345      -5.25091
pgc4573729       358.902      -9.49422
pgc4573730       311.953      -5.86844
pgc4573731       314.214      -6.34218
pgc4573732       324.220       10.5310
pgc4573735       311.623      -5.11464
pgc4573736       317.587       9.32089
pgc4573737       331.354       11.5580
pgc4573739       336.371       12.3461
pgc4573740       323.531      -6.64044
pgc4573741       316.184       9.47371
pgc4573742       332.421       12.1352
pgc4573743       339.382       12.9978
pgc4573744       323.576       11.7045
pgc4573745       315.594       9.45948
pgc4573746       316.523       10.0354
pgc4573747       316.237       9.85083
pgc4573748       317.810       10.2908
pgc4573749       328.488       12.3704
pgc4573750       358.598       14.8863
pgc4573751       356.714       15.1081
pgc4573752       330.208       13.4811
pgc4573753       318.755       11.1986
pgc4573754       334.123       13.6020
pgc4573755       253.030       27.3071
pgc4573756       253.807       26.5876
pgc4573757       255.375       24.6567
pgc4573758       257.402       22.5836
pgc4573759       253.436       27.3859
pgc4573760       252.801       28.8296
pgc4573761       253.285       28.4891
pgc4573762       17.6249      -9.82757
pgc4573763       246.715       38.3604
pgc4573764       249.804       35.3760
pgc4573765       253.699       31.7897
pgc4573766       316.388       10.5516
pgc4573767       250.724       36.2520
pgc4573768       177.878       11.0611
pgc4573771       178.396       3.62488
pgc4573772       169.652       64.7644
pgc4573773       133.162       1.36075
pgc4573774       148.200       2.38956
pgc4573775       134.878       2.29195
pgc4573776       123.017       42.3872
pgc4573777       150.438       36.7161
pgc4573778       149.620       37.8639
pgc4573779       119.640       39.2208
pgc4573785       127.902       45.1638
pgc4573795       177.418       63.6597
pgc4573797       208.390       11.1414
pgc4573800       194.127       63.4940
pgc4573808       229.929       8.52860
pgc4573810       230.867       8.41820
pgc4573829       122.293       39.0075
pgc4573831       126.306       42.4291
pgc4573838       189.843       65.9235
pgc4573839       191.960       65.8263
pgc4573843       145.491       3.61516
pgc4573847       126.877       43.5473
pgc4573850       131.013       46.5822
pgc4573855       141.942       3.78933
pgc4573857       117.642       32.4484
pgc4573862       218.034       11.4074
pgc4573866       250.266       20.6865
pgc4573867       114.769       30.6965
pgc4573868       113.101       29.1239
pgc4573869       254.135       18.7210
pgc4573870       119.500       37.0586
pgc4573871       246.491       23.5356
pgc4573872       217.766       59.7576
pgc4573873       249.474       21.5409
pgc4573874       251.195       20.1863
pgc4573879       210.964       13.2428
pgc4573882       223.212       12.1012
pgc4573883       114.571       29.3077
pgc4573884       114.710       29.2446
pgc4573886       114.797       29.4425
pgc4573888       220.674       3.11499
pgc4573890       116.178       31.8742
pgc4573903       230.442       10.4202
pgc4573915       236.563       30.9548
pgc4573916       151.820      0.625400
pgc4573917       237.920       31.1254
pgc4573918       241.046       29.4142
pgc4573919       229.654       2.68267
pgc4573920       238.555       55.9102
pgc4573921       236.870       32.7041
pgc4573922       222.008       3.44744
pgc4573925       137.984       48.8869
pgc4573933       255.032       40.6236
pgc4573934       228.780       4.00518
pgc4573935       207.497       5.43713
pgc4573937       188.708       59.2985
pgc4573941       213.320       13.6416
pgc4573942       249.497       44.7436
pgc4573947       201.282       58.6884
pgc4573949       165.333       58.5313
pgc4573951       239.563       9.14886
pgc4573952       216.918       13.4819
pgc4573955       172.580       59.9957
pgc4573956       252.957       20.4416
pgc4573957       259.274       30.4776
pgc4573959       241.054       50.3729
pgc4573960       242.370       49.4094
pgc4573961       252.620       40.8162
pgc4573963       257.913       28.5640
pgc4573964       209.755      -3.33534
pgc4573965       259.304       27.9063
pgc4573966       256.492       32.7636
pgc4573967       212.480      -1.76425
pgc4573973       242.379       24.7382
pgc4573974       244.178       23.5185
pgc4573975       249.438       20.2130
pgc4573976       260.560       26.7207
pgc4573977       212.133      -2.25112
pgc4573978       252.523       37.5432
pgc4573979       226.369      -2.41320
pgc4573980       219.480      -2.14722
pgc4573981       209.267      -1.92135
pgc4573983       250.614       22.0479
pgc4573984       233.338      -2.22634
pgc4573985       252.480       21.5628
pgc4573986       234.015      -1.75259
pgc4573987       225.458      -1.52968
pgc4573988       223.507      -1.32490
pgc4573989       219.547      -2.70202
pgc4573990       115.192       37.9020
pgc4573991       258.065       30.9186
pgc4573992       258.682       30.2026
pgc4573993       259.191       29.2676
pgc4573995       258.426       30.4071
pgc4573997       333.565       11.6077
pgc4573998       208.663      -3.08165
pgc4573999       334.699       11.9482
pgc4574000       318.358       9.57980
pgc4574001       230.669      -1.70901
pgc4574002       223.855      -1.38234
pgc4574003       339.696       12.8222
pgc4574004       204.522      -1.37971
pgc4574005       331.548       12.1971
pgc4574006       183.596       4.64685
pgc4574007       331.521       11.5280
pgc4574008       321.829       10.2693
pgc4574009       184.965       5.87175
pgc4574010       330.428       11.6988
pgc4574011       317.129       10.7124
pgc4574012       321.501       10.6708
pgc4574013       340.737       14.1534
pgc4574014       316.705       10.6643
pgc4574015       321.711       11.1570
pgc4574016       322.545       11.2114
pgc4574018       236.532      -1.29952
pgc4574019       320.916       11.9493
pgc4574020       343.339      -8.38378
pgc4574021       329.860      -8.01369
pgc4574022       319.407      -1.20882
pgc4574023       320.599      -1.23368
pgc4574024       236.068      -1.45153
pgc4574025       316.950     -0.653210
pgc4574026       323.723     -0.802500
pgc4574027       323.730     -0.725120
pgc4574028       325.849     -0.743860
pgc4574029       320.990     -0.308580
pgc4574030       219.095       5.99360
pgc4574031       241.901       3.86730
pgc4574032       326.426     -0.346450
pgc4574034       311.942      0.116560
pgc4574036       315.064      0.140940
pgc4574037       316.613      0.194830
pgc4574038       317.086      0.160860
pgc4574039       317.478      0.115490
pgc4574040       319.446     0.0260300
pgc4574041       219.683       6.25457
pgc4574042       317.232      0.603280
pgc4574043       318.701      0.597820
pgc4574044       319.276      0.422990
pgc4574045       320.508      0.622150
pgc4574046       239.463       4.98424
pgc4574050       314.550      0.907220
pgc4574051       217.181       7.21124
pgc4574054       353.850       13.9588
pgc4574055       126.721       25.3128
pgc4574056       323.897      0.852590
pgc4574057       119.575       21.0581
pgc4574058       318.680      -1.01531
pgc4574061       4.32990       14.6899
pgc4574063       316.369     -0.517940
pgc4574065       313.502     -0.185070
pgc4574066    0.00525000       15.0780
pgc4574067       317.570    -0.0814300
pgc4574068       319.081    -0.0876300
pgc4574070       316.519      0.216740
pgc4574072       318.722      0.243440
