| objname   | ra     | dec    |
| char      | double | double |
pgc4551048       169.882       42.4861
pgc4551049       131.205       3.76480
pgc4551050       207.570       47.5811
pgc4551051       129.839       4.06737
pgc4551052       189.032       41.4530
pgc4551053       223.796       42.7312
pgc4551054       196.805       40.9032
pgc4551055       136.827       4.76339
pgc4551056       144.231       42.3331
pgc4551057       136.286       5.51174
pgc4551058       125.841       3.32846
pgc4551059       139.947       4.85104
pgc4551060       161.801       47.9373
pgc4551061       161.801       47.9370
pgc4551062       168.340       41.2289
pgc4551063       134.092       5.33583
pgc4551064       126.926       3.95657
pgc4551065       167.235       8.03016
pgc4551068       125.684       4.20478
pgc4551069       185.549       43.6046
pgc4551070       200.903       58.9410
pgc4551071       194.798       59.9380
pgc4551073       247.653       20.2860
pgc4551074       226.587       42.6269
pgc4551078       228.068       31.1115
pgc4551083       236.201       27.3522
pgc4551085       240.012       25.4137
pgc4551088       243.020       23.5579
pgc4551092       159.552       5.72254
pgc4551093       134.640       5.12558
pgc4551096       135.964       5.30908
pgc4551098       237.133       27.3939
pgc4551100       131.712       5.17878
pgc4551101       154.134       6.06581
pgc4551102       247.504       21.4207
pgc4551103       165.702       7.76541
pgc4551104       158.337       51.5921
pgc4551105       228.358       31.9961
pgc4551106       167.686       53.3848
pgc4551109       232.886       29.9261
pgc4551111       134.005       5.59002
pgc4551113       135.444       5.72558
pgc4551115       236.862       27.8963
pgc4551116       243.460       24.2052
pgc4551117       247.623       21.6895
pgc4551118       248.519       21.2362
pgc4551119       248.725       20.9403
pgc4551120       134.546       6.58564
pgc4551121       135.817       6.75237
pgc4551122       220.586       35.4290
pgc4551123       152.234       7.33086
pgc4551124       131.710       6.45741
pgc4551125       161.306       9.64326
pgc4551126       209.925       48.6594
pgc4551127       214.041       47.6618
pgc4551128       203.637       59.4860
pgc4551130       232.348       40.4019
pgc4551131       230.479       41.2589
pgc4551132       154.292       51.5126
pgc4551133       236.734       37.7135
pgc4551134       160.694       5.90424
pgc4551135       163.874       6.01987
pgc4551136       246.872       34.1797
pgc4551137       221.736       45.6705
pgc4551138       232.031       40.9427
pgc4551139       233.713       39.9911
pgc4551140       246.109       33.8186
pgc4551142       246.988       33.2296
pgc4551143       244.689       32.7361
pgc4551144       247.178       33.6557
pgc4551145       246.729       31.0726
pgc4551146       247.296       34.1813
pgc4551147       247.810       34.2611
pgc4551148       248.788       33.2924
pgc4551149       235.608       46.3915
pgc4551150       238.277       44.7195
pgc4551151       255.774       22.3291
pgc4551152       256.025       22.2563
pgc4551153       163.439       7.67132
pgc4551154       162.650       7.69759
pgc4551156       226.618       46.1009
pgc4551157       219.270       49.4481
pgc4551158       243.777       41.0538
pgc4551159       232.537       49.4617
pgc4551160       238.399       45.8895
pgc4551161       185.538       8.86005
pgc4551162       244.375       33.3961
pgc4551163       186.649       8.84060
pgc4551164       138.119       6.05552
pgc4551166       142.041       6.61793
pgc4551167       143.609       6.84274
pgc4551168       248.909       29.5893
pgc4551169       233.328       50.1292
pgc4551170       253.074       25.7459
pgc4551171       254.537       24.3685
pgc4551172       256.271       22.5317
pgc4551173       229.057       46.9702
pgc4551174       257.518       21.3011
pgc4551175       241.986       44.2721
pgc4551176       240.890       42.9935
pgc4551177       220.183       47.1335
pgc4551178       223.217       46.1526
pgc4551179       229.253       43.3317
pgc4551180       150.041       8.01134
pgc4551181       243.338       34.9022
pgc4551182       248.915       30.3260
pgc4551183       252.169       27.3556
pgc4551184       235.947       48.7151
pgc4551185       174.817       9.48213
pgc4551186       148.979       8.21343
pgc4551188       219.738       47.7574
pgc4551189       220.829       47.4115
pgc4551190       224.843       45.9347
pgc4551191       246.369       32.8680
pgc4551192       248.575       31.1903
pgc4551193       251.317       28.7100
pgc4551194       252.244       27.7444
pgc4551195       173.762       9.95545
pgc4551196       340.288     0.0117900
pgc4551197       182.052       10.1696
pgc4551198       237.684       32.6539
pgc4551200       224.645       43.8624
pgc4551201       336.212      0.889350
pgc4551202       227.393       43.0205
pgc4551204       124.039       26.9552
pgc4551206       239.490       36.0583
pgc4551207       240.836       35.1601
pgc4551210       242.235       34.3491
pgc4551211       157.506       9.46319
pgc4551212       328.330      0.512750
pgc4551214       121.324       25.4347
pgc4551215       123.681       27.1312
pgc4551216       171.412       10.2923
pgc4551217       126.765       29.4733
pgc4551218       121.564       26.2451
pgc4551219       118.061       22.6082
pgc4551220       118.044       22.6765
pgc4551221       115.715       21.1756
pgc4551222       126.020       29.4590
pgc4551223       115.179       21.3899
pgc4551224       115.895       22.0536
pgc4551225       188.969       10.5685
pgc4551226       189.439       10.5010
pgc4551227       118.043       23.8141
pgc4551228       119.698       25.1420
pgc4551229       120.205       25.4932
pgc4551230       253.667       24.9472
pgc4551231       129.941       5.13532
pgc4551232       256.375       22.1271
pgc4551233       122.743       27.5894
pgc4551234       124.178       28.5983
pgc4551235       144.956       8.54418
pgc4551238       129.445       32.2530
pgc4551239       130.634       33.1480
pgc4551240       129.943       33.1050
pgc4551241       131.909       5.61168
pgc4551242       152.618       9.38999
pgc4551243       115.494       20.8242
pgc4551244       156.895       9.81519
pgc4551245       160.011       9.98705
pgc4551246       243.871       34.0914
pgc4551247       130.379       5.80675
pgc4551248       245.080       33.0925
pgc4551249       117.750       23.3351
pgc4551250       250.420       28.5226
pgc4551251       131.906       6.34475
pgc4551252       132.529       6.47903
pgc4551253       175.089       10.7506
pgc4551254       175.242       10.7153
pgc4551255       134.107       6.71245
pgc4551256       176.732       10.7840
pgc4551257       132.727       6.85235
pgc4551258       121.647       6.03855
pgc4551259       135.305       7.20718
pgc4551260       135.838       7.27577
pgc4551267       178.640       13.6788
pgc4551271       252.830       27.0756
pgc4551272       197.698       39.5314
pgc4551273       131.561       8.37908
pgc4551274       255.188       24.7554
pgc4551275       230.780       43.3624
pgc4551276       183.894       36.3384
pgc4551277       150.990       11.8407
pgc4551278       184.295       36.2796
pgc4551279       168.221       13.7531
pgc4551280       175.295       55.2145
pgc4551281       124.878       7.27830
pgc4551282       124.344       7.16155
pgc4551283       124.892       7.29658
pgc4551284       179.612       47.2470
pgc4551285       180.080       47.2814
pgc4551286       183.309       55.4557
pgc4551287       181.486       47.4407
pgc4551288       123.201       6.90590
pgc4551290       125.142       7.35641
pgc4551291       169.542       36.9533
pgc4551292       134.057       9.30820
pgc4551293       136.289       9.73273
pgc4551294       180.465       37.8681
pgc4551295       138.348       10.1129
pgc4551297       147.130       11.6152
pgc4551298       148.541       11.7512
pgc4551300       187.697       46.5154
pgc4551301       189.157       46.4227
pgc4551302       173.974       38.0062
pgc4551304       196.487       45.9196
pgc4551305       159.989       13.3918
pgc4551306       160.280       13.4436
pgc4551307       169.512       38.0311
pgc4551308       171.170       14.1674
pgc4551309       192.382       46.6558
pgc4551310       249.092       30.7965
pgc4551311       213.769       50.1470
pgc4551381       171.690       14.6329
pgc4551382       206.518       46.1538
pgc4551396       121.837       7.43832
pgc4551398       127.532       8.80536
pgc4551414       238.916       38.9232
pgc4551426       184.191       15.4962
pgc4551442       234.905       42.4811
pgc4551458       143.810      0.712960
pgc4551459       144.401      0.718900
pgc4551460       243.876       36.1523
pgc4551463       208.289       36.3486
pgc4551465       121.529       18.3893
pgc4551466       168.828       15.2758
pgc4551478       211.295       52.8093
pgc4551523       244.198       6.26141
pgc4551541       243.710       6.60373
pgc4551579       233.669       44.6643
pgc4551583       214.806       56.4376
pgc4551621       214.423       6.53623
pgc4551631       208.418       7.29200
pgc4551636       212.170       6.97861
pgc4551647       183.248       35.2004
pgc4551652       172.654       35.0450
pgc4551669       213.264       7.68007
pgc4551800       120.788       16.8346
pgc4551821       206.534       8.91366
pgc4551896       138.727       26.2745
pgc4551942       217.284       29.5319
pgc4552144       218.276       30.1898
pgc4552217       234.683       24.3295
pgc4552236       239.251       22.1538
pgc4552298       236.025       6.91477
pgc4552304       221.967       29.4758
pgc4552324       243.552       5.88109
pgc4552585       221.681       5.09140
pgc4552601       247.228       17.3846
pgc4552609       223.599       52.3187
pgc4552611       242.985       20.2152
pgc4552619       234.775       46.9140
pgc4552620       239.810       4.32762
pgc4552622       247.874       17.6820
pgc4552687       177.230       33.6946
pgc4552691       227.919       51.6659
pgc4552698       126.273       19.1768
pgc4552702       228.893       51.7886
pgc4552703       218.252       56.1970
pgc4552949       118.757       15.2698
pgc4553016       134.187       23.6262
pgc4553020       139.735       25.8755
pgc4553038       143.087       39.2702
pgc4553062       241.661       7.81854
pgc4553067       139.270       37.8162
pgc4553071       216.630       30.5240
pgc4553138       139.550       6.17730
pgc4553139       222.061       31.6139
pgc4553142       138.558       7.15438
pgc4553144       140.349       7.36340
pgc4553145       166.877       33.7094
pgc4553201       236.527       25.2613
pgc4553343       239.552       24.5773
pgc4553368       223.925       31.9701
pgc4553374       114.320       40.6240
pgc4553385       218.016       30.9755
pgc4553416       112.342       38.7678
pgc4553434       236.745       24.0809
pgc4553459       242.036       21.5200
pgc4553474       135.789       25.5658
pgc4553485       117.321       46.2923
pgc4553491       117.709       46.8951
pgc4553528       122.022       51.4485
pgc4553580       116.073       45.9130
pgc4553602       126.380       55.9016
pgc4553618       113.453       42.9679
pgc4553633       125.101       55.6535
pgc4553635       126.042       56.5507
pgc4553655       122.049       49.7831
pgc4553695       196.076       31.5122
pgc4553696       183.927       10.7911
pgc4553697       184.269       10.8048
pgc4553707       123.299       51.5288
pgc4553757       187.108       11.2403
pgc4553758       119.775       48.7096
pgc4553761       130.637       6.72080
pgc4553774       110.963       37.8557
pgc4553795       120.289       50.1037
pgc4553796       121.156       50.8944
pgc4553825       141.982       8.95896
pgc4553854       247.848       18.3804
pgc4553870       128.203       7.07720
pgc4553889       111.242       41.7192
pgc4553896       145.735       9.91423
pgc4553913       132.109       8.06528
pgc4553941       118.463       50.6297
pgc4553978       114.208       46.1775
pgc4553984       126.572       26.6801
pgc4554003       113.968       46.4008
pgc4554014       215.850       28.7442
pgc4554030       130.169       29.6433
pgc4554043       116.314       50.8484
pgc4554071       116.747       20.5833
pgc4554081       119.052       22.3106
pgc4554085       171.366       32.7109
pgc4554087       117.984       49.6959
pgc4554103       115.719       47.5132
pgc4554125       123.196       25.8631
pgc4554135       129.581       30.0975
pgc4554172       137.807       34.7162
pgc4554201       114.369       47.4091
pgc4554223       146.744       26.0110
pgc4554266       115.644       50.3882
pgc4554320       116.331       20.3909
pgc4554326       119.865       23.2408
pgc4554334       121.368       24.4053
pgc4554350       124.764       26.6742
pgc4554378       133.349       30.7386
pgc4554379       116.747       17.4424
pgc4554404       128.045       28.0611
pgc4554436       118.162       18.9324
pgc4554447       119.688       19.8337
pgc4554510       125.871       26.9370
pgc4554525       165.801       13.3425
pgc4554528       130.312       30.5342
pgc4554543       132.208       31.5050
pgc4554554       232.550       23.2800
pgc4554579       140.453       9.92032
pgc4554587       248.888       15.8713
pgc4554608       152.114       12.2353
pgc4554615       151.893       12.0747
pgc4554616       152.132       12.2056
pgc4554648       143.032       37.5443
pgc4554685       140.513       10.7246
pgc4554692       122.481       5.37467
pgc4554729       139.613       8.38934
pgc4554731       158.411       13.3907
pgc4554741       144.990       9.21242
pgc4554770       140.419       10.6338
pgc4554773       143.034       11.6828
pgc4554774       131.592       7.42479
pgc4554797       247.202       14.5748
pgc4554808       248.717       13.8668
pgc4554812       146.770       9.73558
pgc4554837       126.261       6.79072
pgc4554876       146.951       10.1193
pgc4554877       154.414       13.7141
pgc4554883       156.086       13.9762
pgc4554888       156.224       14.0457
pgc4554899       132.010       8.32550
pgc4554907       243.156       16.7658
pgc4554912       142.935       10.1381
pgc4554916       245.398       15.7229
pgc4554944       168.483       15.4684
pgc4555033       196.211       49.1194
pgc4555042       244.051       16.8456
pgc4555080       197.742       49.3074
pgc4555419       184.983       29.6125
pgc4555421       186.231       29.6965
pgc4555524       233.092       39.1026
pgc4555532       185.818       15.4038
pgc4555558       227.888       42.1373
pgc4555580       233.131       39.6038
pgc4555586       184.631       30.0611
pgc4555721       176.746       15.9714
pgc4555727       243.510       16.9010
pgc4555829       209.628       54.0595
pgc4555885       233.008       45.0723
pgc4555887       220.707       25.6233
pgc4555889       234.751       44.1134
pgc4555895       230.907       22.5229
pgc4555928       201.696       38.6013
pgc4555933       241.905       18.0002
pgc4555946       245.963       16.2615
pgc4556033       214.247       27.7064
pgc4556053       226.976       24.1912
pgc4556066       209.204       24.4950
pgc4556082       160.876       33.9015
pgc4556132       231.603       19.1189
pgc4556140       243.989       38.8687
pgc4556171       241.191       15.4861
pgc4556207       215.961       53.8386
pgc4556232       238.578       43.3946
pgc4556233       151.935       34.0094
pgc4556309       122.908       20.7254
pgc4556320       132.193       26.1786
pgc4556381       247.418       37.0324
pgc4556392       249.684       12.7829
pgc4556428       134.105       27.6793
pgc4556461       196.249       55.8567
pgc4556469       240.801       17.0283
pgc4556485       213.188       52.9696
pgc4556527       248.284       15.4066
pgc4556560       231.679       23.9022
pgc4556566       232.548       23.5786
pgc4556567       232.623       23.6736
pgc4556587       117.903       18.4458
pgc4556608       123.955       22.4727
pgc4556644       189.878       57.1942
pgc4556679       212.797       23.8807
pgc4556686       177.111       57.3861
pgc4556798       132.243       27.7943
pgc4556829       235.226       18.0708
pgc4556874       180.905       58.2759
pgc4556877       245.500       13.9311
pgc4557006       245.498       14.5492
pgc4557049       249.732       12.5998
pgc4557070       207.637       26.2878
pgc4557202       245.215       15.0976
pgc4557221       247.057       14.2752
pgc4557271       210.314       35.3322
pgc4557329       246.525       11.9456
pgc4557343       246.091       13.0615
pgc4557356       123.480       16.1493
pgc4557462       174.475       36.9015
pgc4557469       179.831       37.1859
pgc4557491       123.286       17.4859
pgc4557553       138.875       23.0601
pgc4557563       206.135       39.3838
pgc4557638       219.587       36.2900
pgc4557679       136.282       26.1373
pgc4557759       148.835       27.2328
pgc4557765       150.981       27.8678
pgc4557785       120.688       18.5273
pgc4557891       138.186       22.5769
pgc4557942       132.520       25.6271
pgc4557995       143.428       30.3956
pgc4558096       210.824       33.6323
pgc4558135       120.477       15.7606
pgc4558157       122.268       16.5173
pgc4558260       130.387       21.0432
pgc4558325       237.201       28.6193
pgc4558353       230.605       32.6483
pgc4558371       236.048       26.1207
pgc4558388       239.164       24.4674
pgc4558486       209.168       36.1219
pgc4558491       162.558       27.3011
pgc4558518       123.265       19.8999
pgc4558528       118.395       16.8725
pgc4558532       239.361       33.8808
pgc4558556       239.764       34.2400
pgc4558557       117.481       16.7633
pgc4558561       124.010       15.2727
pgc4558563       124.274       15.3122
pgc4558577       245.753       29.7418
pgc4558601       127.439       23.2083
pgc4558668       254.941       22.2404
pgc4558669       254.466       22.8476
pgc4558672       255.927       21.4644
pgc4558706       155.862       33.3520
pgc4558723       257.096       20.8541
pgc4558741       150.495       32.2162
pgc4558794       152.532       26.1103
pgc4558838       238.196       35.3021
pgc4558864       149.825       32.8420
pgc4558865       252.791       24.0106
pgc4558935       129.449       18.6628
pgc4558976       252.814       24.7866
pgc4559393       207.252       33.2932
pgc4559590       250.571       41.2157
pgc4559668       158.616       26.7040
pgc4559802       123.922       15.3803
pgc4559825       129.856       18.0641
pgc4559882       154.931       32.0212
pgc4559883       149.113       25.0511
pgc4559884       151.538       25.5403
pgc4559892       148.014       30.3538
pgc4559894       156.162       32.6596
pgc4559895       157.374       32.9030
pgc4559931       162.847       28.0237
pgc4559958       173.552       29.3628
pgc4560020       134.527       50.1736
pgc4560032       122.996       15.4343
pgc4560109       145.639       28.1596
pgc4560135       150.019       25.6449
pgc4560160       155.723       27.0081
pgc4560240       142.339       27.4094
pgc4560274       126.946       17.7313
pgc4560327       143.822       24.3611
pgc4560358       118.003       15.9250
pgc4560429       181.640       30.6210
pgc4560467       165.591       29.7293
pgc4560811       185.597       26.4021
pgc4560828       214.343       59.9553
pgc4560899       164.890       25.3429
pgc4560947       175.732       26.4415
pgc4561024       207.112       30.9050
pgc4561044       186.253       33.2218
pgc4561094       168.573       26.3210
pgc4561129       188.696       33.5804
pgc4561138       147.895       44.8196
pgc4561149       161.052       29.0609
pgc4561253       135.161       39.0574
pgc4561254       135.161       39.0574
pgc4561275       180.162       51.5933
pgc4561369       158.183       25.4584
pgc4561460       127.690       35.3589
pgc4561477       130.235       37.1454
pgc4561557       126.202       34.8258
pgc4561602       178.768       28.3479
pgc4561718       190.546       33.3570
pgc4561726       149.450       21.8720
